"pathway","Human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","Human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-168276",46,30,31,28,23,27,19,6,5,5,4,5,4,3
"R-HSA-168277",4,1,1,2,1,1,1,2,1,1,2,1,1,1
"R-HSA-168288",17,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-168298",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168302",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168303",17,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168305",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168315",3,2,2,2,2,2,1,2,2,2,2,2,2,1
"R-HSA-168316",7,2,2,2,2,2,1,17,1,1,1,1,1,1
"R-HSA-168325",72,37,38,36,32,36,30,6,3,3,3,3,3,3
"R-HSA-168330",15,0,0,1,1,1,0,3,0,0,1,1,1,0
"R-HSA-168333",53,26,27,25,21,25,19,2,2,2,2,2,2,2
"R-HSA-168336",18,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168638",40,27,26,25,7,10,3,18,18,18,18,7,8,5
"R-HSA-168643",71,42,41,37,10,14,5,46,45,45,41,17,19,12
"R-HSA-168799",28,6,6,6,4,1,1,40,15,15,15,15,1,1
"R-HSA-168874",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168888",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168898",188,107,113,90,34,38,17,185,153,165,153,51,119,53
"R-HSA-168927",19,11,11,9,4,5,2,3,2,3,3,1,2,1
"R-HSA-168928",100,43,42,39,13,17,10,53,51,51,49,43,33,36
"R-HSA-169131",2,1,1,0,1,0,0,2,1,1,0,1,0,0
"R-HSA-169893",20,11,11,11,7,4,4,19,19,19,19,17,14,13
"R-HSA-169911",54,49,48,44,37,39,35,5,5,5,4,2,2,2
"R-HSA-170145",5,1,1,1,0,0,1,2,1,1,1,0,0,1
"R-HSA-170660",17,10,10,9,4,9,0,4,4,4,4,4,4,0
"R-HSA-170670",19,14,14,12,4,9,0,5,5,5,5,5,5,0
"R-HSA-170822",40,26,26,24,19,23,18,5,5,4,5,1,1,5
"R-HSA-170834",87,57,60,55,31,30,9,88,87,87,85,78,71,19
"R-HSA-170968",17,9,9,9,5,3,4,13,13,13,13,11,8,10
"R-HSA-170984",12,5,5,5,3,2,1,6,6,6,6,6,6,3
"R-HSA-171007",19,6,6,6,3,2,1,5,4,4,4,1,1,1
"R-HSA-171286",4,1,1,1,1,1,0,10,1,1,1,1,1,0
"R-HSA-171306",34,17,18,8,3,2,3,2,2,2,2,2,2,2
"R-HSA-171319",34,21,21,19,4,4,5,10,10,10,10,9,9,9
"R-HSA-173107",13,4,4,4,0,1,1,8,8,8,8,0,8,8
"R-HSA-173599",13,3,3,3,3,3,1,3,3,3,3,3,3,1
"R-HSA-173623",97,29,32,21,0,0,0,2,2,2,2,0,0,0
"R-HSA-173736",6,3,5,4,2,1,0,9,7,8,8,6,4,0
"R-HSA-174048",24,18,17,16,13,13,11,3,3,3,3,3,3,3
"R-HSA-174084",64,58,57,54,45,49,41,2,2,2,2,2,2,2
"R-HSA-174113",55,50,49,47,40,43,35,3,3,3,3,3,3,3
"R-HSA-174143",92,77,77,73,59,64,53,40,39,39,39,39,39,39
"R-HSA-174154",68,62,61,58,48,51,44,3,3,3,3,3,3,3
"R-HSA-174178",74,67,66,63,51,55,47,6,6,6,6,6,6,6
"R-HSA-174184",73,64,64,60,51,54,48,3,3,3,3,3,3,3
"R-HSA-174362",13,5,5,5,4,3,1,4,4,4,4,2,2,1
"R-HSA-174403",27,11,12,13,9,9,5,9,7,7,7,6,7,5
"R-HSA-174411",31,25,25,24,15,14,11,6,6,6,6,6,6,5
"R-HSA-174414",33,15,16,16,8,7,6,7,7,7,7,7,7,7
"R-HSA-174417",51,30,31,30,20,19,15,18,18,18,18,17,17,16
"R-HSA-174430",22,13,13,13,4,4,4,4,4,4,4,3,3,3
"R-HSA-174437",22,15,15,15,7,6,5,4,4,4,4,4,4,4
"R-HSA-174490",17,12,11,10,8,8,4,4,4,4,4,4,4,3
"R-HSA-174495",18,12,11,10,8,8,4,5,4,4,4,4,4,3
"R-HSA-174577",7,4,6,7,2,3,0,3,3,3,3,2,3,0
"R-HSA-174824",98,55,54,45,21,24,9,85,72,71,71,29,37,17
"R-HSA-175474",27,14,13,12,9,10,5,16,6,6,6,6,6,4
"R-HSA-175567",9,1,1,1,0,0,0,3,1,1,1,0,0,0
"R-HSA-176033",47,28,29,28,20,25,19,4,3,3,3,2,2,2
"R-HSA-176034",3,2,2,2,1,1,1,2,2,2,2,2,2,2
"R-HSA-176187",39,33,34,30,22,31,25,9,9,9,9,9,9,9
"R-HSA-176407",22,17,17,16,13,14,12,3,3,3,3,3,3,3
"R-HSA-176408",83,70,70,66,56,59,51,14,13,13,13,13,13,13
"R-HSA-176409",76,67,67,63,52,55,48,13,13,13,13,13,13,13
"R-HSA-176412",20,16,16,15,12,12,11,2,2,2,2,2,2,2
"R-HSA-176417",8,3,3,3,2,2,1,2,2,2,2,2,2,2
"R-HSA-176814",77,67,67,63,52,55,48,15,15,15,15,15,15,15
"R-HSA-176974",12,11,12,12,10,12,11,4,4,4,4,3,4,3
"R-HSA-177128",16,5,5,4,2,0,0,2,2,2,2,1,0,0
"R-HSA-177135",14,3,4,4,2,0,0,2,2,2,2,1,0,0
"R-HSA-177162",10,1,2,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-177243",47,28,29,27,23,27,21,16,14,14,14,14,14,14
"R-HSA-177504",18,12,12,11,5,6,4,3,3,3,3,3,3,3
"R-HSA-177539",9,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-177929",61,38,37,33,13,14,5,49,45,45,44,45,27,10
"R-HSA-1793185",73,47,48,45,9,20,0,28,28,28,28,7,17,0
"R-HSA-179409",26,20,20,18,15,17,14,3,3,3,3,3,3,3
"R-HSA-179419",74,65,65,61,51,55,48,6,6,6,6,6,6,6
"R-HSA-179812",16,8,8,6,2,1,0,3,3,3,2,3,3,0
"R-HSA-1799339",119,94,94,84,82,82,80,5,5,5,5,5,5,5
"R-HSA-180024",35,22,22,20,8,11,5,12,11,11,11,9,10,7
"R-HSA-180292",23,13,13,11,2,1,0,11,9,9,9,9,1,0
"R-HSA-180336",19,9,9,7,2,2,0,4,4,4,4,4,4,0
"R-HSA-180534",53,48,47,45,38,40,34,5,5,5,5,3,3,3
"R-HSA-180585",56,50,49,46,41,43,36,4,3,3,3,3,3,3
"R-HSA-180689",15,2,2,2,0,1,1,3,3,3,3,0,2,2
"R-HSA-180746",41,27,28,26,22,26,20,7,7,7,7,7,7,7
"R-HSA-180786",69,45,46,43,24,23,20,28,28,28,28,26,26,25
"R-HSA-180897",4,2,2,3,1,2,2,2,1,1,1,1,1,1
"R-HSA-180910",44,26,27,25,19,23,17,2,2,2,2,1,1,1
"R-HSA-1810476",19,8,9,8,1,4,0,4,3,3,3,1,3,0
"R-HSA-181429",23,16,16,13,10,6,1,4,3,3,3,2,2,2
"R-HSA-181430",30,16,16,12,11,7,1,6,5,5,4,3,3,2
"R-HSA-181431",17,13,14,14,6,3,0,6,6,6,6,6,6,0
"R-HSA-181438",121,70,71,60,23,26,12,68,60,60,59,27,51,28
"R-HSA-182218",8,7,7,5,4,4,3,3,3,3,3,3,3,3
"R-HSA-182971",37,25,24,22,8,8,5,22,20,20,20,20,15,10
"R-HSA-1834941",24,12,12,10,4,5,3,19,16,16,15,3,7,1
"R-HSA-1834949",78,44,45,39,16,29,18,50,41,41,39,19,30,4
"R-HSA-1839117",23,8,8,6,2,1,0,14,12,12,11,5,4,0
"R-HSA-1839120",4,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-1839122",15,7,7,6,0,0,0,4,3,3,3,0,0,0
"R-HSA-1839124",39,17,17,14,3,2,0,25,17,17,16,7,5,0
"R-HSA-1839126",43,28,28,26,16,15,15,18,9,9,9,4,1,1
"R-HSA-1839128",3,1,1,1,0,0,0,5,5,5,5,0,0,0
"R-HSA-1839130",17,8,8,7,1,0,0,6,6,6,6,2,0,0
"R-HSA-1852241",338,225,241,206,108,119,51,86,74,82,82,61,67,39
"R-HSA-1855156",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855167",29,8,9,7,5,4,4,15,15,15,14,12,12,12
"R-HSA-1855170",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-1855183",32,14,14,12,8,10,4,14,14,14,13,11,13,5
"R-HSA-1855184",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855191",18,4,4,3,4,2,1,10,10,10,10,10,5,1
"R-HSA-1855192",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1855196",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855204",39,24,24,17,7,8,3,12,11,11,11,6,5,3
"R-HSA-1855215",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855229",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855231",9,1,1,1,0,1,0,3,3,3,3,0,3,0
"R-HSA-186712",67,9,13,12,4,5,2,26,7,6,7,2,2,2
"R-HSA-186763",37,19,19,15,8,8,2,16,16,16,16,10,10,2
"R-HSA-186797",70,37,39,33,11,11,2,31,30,30,30,20,20,2
"R-HSA-187015",10,4,5,5,0,0,0,8,8,8,8,0,0,0
"R-HSA-187024",8,3,4,4,0,0,0,4,4,4,4,0,0,0
"R-HSA-187037",143,67,69,65,32,26,12,102,88,89,86,71,46,26
"R-HSA-187042",5,2,2,2,0,0,0,4,4,4,4,0,0,0
"R-HSA-187577",62,52,51,49,40,42,35,7,7,7,7,7,5,7
"R-HSA-187687",42,21,21,19,11,8,5,32,31,31,29,20,19,14
"R-HSA-187706",8,1,1,1,0,0,0,3,3,3,3,0,0,0
"R-HSA-189085",28,7,7,4,3,3,0,13,12,12,4,5,3,0
"R-HSA-189200",28,18,19,16,7,5,2,17,16,16,15,10,6,2
"R-HSA-189445",76,23,23,20,7,13,10,42,28,28,21,8,15,12
"R-HSA-189451",46,12,12,11,3,9,9,20,14,14,13,3,11,11
"R-HSA-189483",40,13,13,10,4,4,1,22,14,14,8,5,4,1
"R-HSA-190236",107,63,63,60,30,30,17,142,138,138,140,126,78,16
"R-HSA-190239",19,9,9,8,3,2,0,6,5,5,5,5,1,0
"R-HSA-190241",26,14,14,14,1,0,0,5,5,5,5,2,0,0
"R-HSA-190242",21,10,10,10,2,2,0,7,6,6,7,4,4,0
"R-HSA-190322",17,10,11,10,2,0,0,4,4,4,4,4,0,0
"R-HSA-190370",9,5,5,5,0,0,0,2,2,2,2,0,0,0
"R-HSA-190371",10,4,4,3,1,0,0,2,2,2,2,2,0,0
"R-HSA-190372",18,9,9,8,3,2,0,4,3,3,3,3,1,0
"R-HSA-190373",15,6,6,6,1,1,0,3,2,2,3,2,2,0
"R-HSA-190374",7,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-190375",17,8,8,7,1,0,0,2,2,2,2,2,0,0
"R-HSA-190377",14,8,8,9,0,0,0,3,3,3,3,0,0,0
"R-HSA-190704",3,3,3,3,0,0,0,3,3,3,3,0,0,0
"R-HSA-190827",3,3,3,3,0,0,0,2,2,2,2,0,0,0
"R-HSA-190828",52,37,37,21,10,9,5,20,20,20,20,7,7,7
"R-HSA-190840",22,12,12,8,5,4,2,2,2,2,2,1,1,1
"R-HSA-190861",41,28,28,12,5,4,2,16,16,16,16,3,3,3
"R-HSA-190872",23,13,13,9,5,4,2,3,3,3,3,1,1,1
"R-HSA-190873",12,10,10,10,5,5,3,4,4,4,4,4,4,4
"R-HSA-1912399",10,1,1,0,0,0,0,2,1,1,0,0,0,0
"R-HSA-1912408",89,33,39,26,15,13,6,28,24,24,24,24,22,7
"R-HSA-1912420",23,9,11,9,5,4,2,8,6,7,7,6,5,3
"R-HSA-1912422",114,41,49,35,20,17,8,38,31,32,31,30,27,10
"R-HSA-191273",74,23,23,21,9,10,13,34,32,32,31,12,12,18
"R-HSA-191650",5,2,2,2,1,0,0,4,3,3,3,3,0,0
"R-HSA-191859",66,45,46,41,36,33,19,6,6,6,6,6,6,2
"R-HSA-192105",113,27,28,22,11,8,6,83,61,61,41,30,28,10
"R-HSA-192456",24,6,6,1,2,4,0,8,8,8,3,4,7,0
"R-HSA-192814",17,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192823",114,80,80,71,73,73,71,2,2,2,2,2,2,2
"R-HSA-192869",16,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192905",14,1,1,1,0,0,1,2,1,1,1,0,0,1
"R-HSA-193048",27,10,10,10,4,2,1,9,9,9,9,4,2,1
"R-HSA-193144",18,6,6,5,1,2,0,7,7,7,6,2,3,0
"R-HSA-193368",78,17,18,12,7,6,3,39,29,29,19,15,14,6
"R-HSA-193634",11,8,8,8,0,2,1,6,6,6,6,0,5,3
"R-HSA-193639",19,9,7,8,1,3,0,13,12,12,12,2,6,0
"R-HSA-193648",64,48,51,43,15,13,1,7,6,6,5,2,1,1
"R-HSA-193670",6,5,5,4,1,2,2,3,2,2,2,1,1,1
"R-HSA-193681",8,3,3,3,1,1,1,2,2,2,2,2,2,2
"R-HSA-193692",12,8,8,7,5,4,0,5,5,5,5,1,1,0
"R-HSA-193697",12,9,9,9,0,2,1,8,8,8,8,0,5,5
"R-HSA-193704",110,77,78,68,24,28,5,50,47,47,46,13,22,9
"R-HSA-193775",45,11,12,8,4,4,1,28,20,20,14,8,8,1
"R-HSA-193807",36,9,10,7,2,2,1,12,8,8,4,4,4,1
"R-HSA-193993",22,5,5,4,0,0,0,7,6,6,3,0,0,0
"R-HSA-194002",29,9,9,8,1,0,0,9,7,7,7,1,0,0
"R-HSA-194068",125,37,38,29,14,8,7,99,76,76,52,34,29,11
"R-HSA-194138",138,92,94,87,35,38,17,86,81,81,78,43,51,37
"R-HSA-194306",4,4,4,4,0,0,0,2,2,2,2,0,0,0
"R-HSA-194313",8,7,8,7,0,0,0,4,4,4,4,0,0,0
"R-HSA-194315",709,563,585,509,202,211,89,203,197,196,184,146,152,131
"R-HSA-194441",66,45,46,41,36,33,19,6,6,6,6,6,6,2
"R-HSA-195253",91,68,67,63,48,51,37,23,20,20,20,18,19,12
"R-HSA-195258",326,220,229,190,86,86,45,113,109,108,101,82,87,72
"R-HSA-195399",8,7,8,7,0,0,0,3,3,3,3,0,0,0
"R-HSA-195721",332,245,252,221,120,135,67,157,149,149,146,137,136,59
"R-HSA-196025",11,9,9,9,4,4,3,2,2,2,2,2,2,2
"R-HSA-196071",72,34,34,28,10,7,3,40,35,35,29,11,8,4
"R-HSA-196108",27,12,12,8,4,3,2,9,7,7,5,4,3,3
"R-HSA-196299",19,12,12,11,5,5,2,4,4,4,4,4,4,4
"R-HSA-1963640",21,5,5,3,2,1,0,4,4,4,4,4,4,0
"R-HSA-1963642",22,7,7,6,2,1,0,7,7,7,7,5,2,0
"R-HSA-196741",49,15,13,16,9,4,0,29,25,25,21,15,8,0
"R-HSA-196757",47,14,14,14,8,10,9,30,22,22,22,15,18,17
"R-HSA-196780",19,10,10,9,7,5,3,13,10,10,10,7,7,5
"R-HSA-196783",21,8,8,7,2,3,4,7,7,7,7,2,4,5
"R-HSA-196791",22,9,8,9,3,6,2,19,13,12,12,6,8,1
"R-HSA-196807",84,28,30,28,11,11,9,29,27,27,25,11,13,11
"R-HSA-196819",14,5,5,5,4,3,2,5,4,4,4,3,3,2
"R-HSA-196836",26,6,6,6,6,4,2,9,5,5,5,5,5,3
"R-HSA-196843",17,6,6,6,5,3,3,5,5,5,5,4,3,3
"R-HSA-196849",256,101,101,99,60,51,35,144,119,119,112,74,72,54
"R-HSA-196854",379,145,145,135,75,71,41,206,163,163,154,97,98,64
"R-HSA-1971475",31,24,25,22,8,9,0,5,5,5,5,5,5,0
"R-HSA-197264",59,16,18,18,7,6,3,12,11,11,11,7,6,3
"R-HSA-1980143",84,39,48,41,20,26,7,39,33,33,30,24,28,14
"R-HSA-1980145",38,18,21,15,8,9,0,20,18,18,15,6,13,0
"R-HSA-198203",13,7,7,7,1,1,1,5,5,5,5,2,2,1
"R-HSA-198323",16,7,7,6,2,5,1,9,7,7,6,2,5,1
"R-HSA-198693",12,6,6,5,2,2,0,4,4,4,3,2,2,0
"R-HSA-198725",80,28,29,28,16,11,4,48,36,37,36,43,20,8
"R-HSA-198745",5,1,1,1,0,0,0,1,1,1,1,0,0,0
"R-HSA-198753",26,13,13,13,7,6,3,7,6,6,6,6,4,5
"R-HSA-198765",4,1,1,1,1,0,0,2,1,1,1,1,0,0
"R-HSA-198933",316,104,108,62,0,0,0,44,40,40,38,0,0,0
"R-HSA-1989781",175,49,73,61,16,22,7,41,41,41,41,41,41,41
"R-HSA-199220",35,14,14,12,5,5,5,12,11,11,10,4,5,6
"R-HSA-199418",137,71,73,63,20,19,4,10,9,9,9,8,9,6
"R-HSA-199920",9,4,4,4,3,2,0,4,4,4,4,4,4,0
"R-HSA-199977",164,133,137,120,83,80,55,39,39,39,39,36,37,36
"R-HSA-199991",667,543,553,466,277,295,148,219,214,213,212,181,182,159
"R-HSA-199992",80,61,64,56,28,27,13,19,19,18,19,15,15,15
"R-HSA-200425",28,11,11,11,5,4,3,9,8,8,8,4,6,2
"R-HSA-201451",30,25,26,23,7,7,1,17,17,17,16,12,13,1
"R-HSA-201556",43,16,16,14,4,5,2,40,30,30,29,5,5,1
"R-HSA-201681",216,151,155,129,85,92,53,71,70,70,68,63,62,29
"R-HSA-201688",12,8,8,8,5,4,3,4,4,4,4,4,4,2
"R-HSA-201722",67,31,33,23,18,16,11,13,13,13,13,13,13,6
"R-HSA-202040",26,22,23,22,6,6,2,6,6,6,6,6,6,6
"R-HSA-202131",41,13,13,8,3,3,3,26,23,23,18,10,12,10
"R-HSA-2022090",67,55,60,49,12,11,0,26,22,22,22,10,9,0
"R-HSA-2022377",27,15,16,13,7,9,1,20,19,19,18,12,13,1
"R-HSA-2022854",37,24,25,23,2,5,0,9,9,9,9,3,8,0
"R-HSA-2022857",22,10,10,10,3,5,0,7,6,6,6,3,5,0
"R-HSA-2022870",25,13,13,13,0,6,0,9,9,9,9,0,5,0
"R-HSA-2022923",13,5,5,5,0,1,0,4,4,4,4,0,1,0
"R-HSA-2022928",40,19,21,19,5,8,0,14,14,14,14,6,13,0
"R-HSA-2023837",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-202403",147,99,100,88,51,56,38,52,48,48,48,30,38,17
"R-HSA-2024096",44,17,21,18,7,11,0,14,10,14,14,6,14,0
"R-HSA-2024101",29,14,14,14,1,5,0,10,10,10,10,2,6,0
"R-HSA-202424",124,81,81,70,44,49,37,24,22,22,22,20,21,16
"R-HSA-202427",45,19,19,13,3,2,0,7,7,7,7,4,4,0
"R-HSA-202430",42,15,15,9,0,0,0,4,4,4,4,0,0,0
"R-HSA-202433",59,21,22,18,4,5,1,17,15,15,15,6,13,1
"R-HSA-2025928",12,8,8,6,3,6,4,3,3,3,3,3,3,3
"R-HSA-202670",15,12,12,12,6,5,3,2,2,2,2,2,2,2
"R-HSA-202733",257,123,124,99,16,20,2,65,62,61,59,18,17,2
"R-HSA-2028269",22,16,16,16,7,6,0,30,28,28,28,22,22,0
"R-HSA-2029480",193,94,99,82,32,29,14,42,41,41,41,35,32,17
"R-HSA-2029481",103,30,33,23,2,0,0,6,6,6,6,3,0,0
"R-HSA-2029482",158,71,76,62,25,21,12,24,23,23,23,22,22,15
"R-HSA-2029485",129,45,48,37,9,8,2,12,12,12,12,10,10,2
"R-HSA-2032785",18,10,12,11,5,5,2,9,9,9,9,6,6,2
"R-HSA-2033514",18,8,8,7,1,0,0,9,9,9,9,3,0,0
"R-HSA-2033515",3,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-2033519",23,12,12,11,1,0,0,10,6,6,6,3,0,0
"R-HSA-203615",37,9,9,5,2,2,3,20,17,17,14,6,10,10
"R-HSA-203641",10,4,4,4,2,0,0,4,4,4,4,4,0,0
"R-HSA-203754",7,1,1,0,0,1,0,2,2,2,0,0,2,0
"R-HSA-203927",31,19,19,19,18,17,12,8,6,6,6,6,6,3
"R-HSA-204005",77,61,62,59,37,34,32,16,16,16,16,16,16,16
"R-HSA-204174",30,15,14,14,6,8,4,4,4,4,4,4,4,2
"R-HSA-2046104",55,12,12,11,6,6,4,25,21,21,19,10,9,6
"R-HSA-2046105",32,8,8,7,3,4,1,10,8,8,7,3,3,1
"R-HSA-2046106",45,12,12,11,6,6,4,15,13,13,12,7,6,5
"R-HSA-204626",12,4,4,3,4,3,3,3,3,3,3,3,3,3
"R-HSA-204998",81,61,63,53,22,21,1,17,16,16,15,7,7,1
"R-HSA-205017",3,2,2,2,0,0,0,2,2,2,2,0,0,0
"R-HSA-205025",6,6,6,5,1,3,0,3,3,3,3,1,2,0
"R-HSA-205043",18,12,11,10,6,5,0,7,7,7,7,4,4,0
"R-HSA-209543",16,8,6,7,1,3,0,9,9,9,9,1,5,0
"R-HSA-209560",15,5,4,4,1,1,0,4,3,3,3,1,1,0
"R-HSA-209563",5,4,4,4,0,0,1,2,2,2,2,0,0,2
"R-HSA-209776",58,18,18,14,8,7,1,21,19,19,14,14,9,1
"R-HSA-209822",10,9,9,8,0,1,0,4,4,4,4,0,1,0
"R-HSA-209905",22,4,4,3,4,3,0,6,4,4,3,4,3,0
"R-HSA-209931",20,5,5,5,2,2,1,4,4,4,4,2,2,1
"R-HSA-209952",13,11,11,10,0,1,0,5,5,5,5,0,1,0
"R-HSA-209968",29,10,10,7,3,3,0,11,11,11,7,8,4,0
"R-HSA-210455",10,4,4,3,3,2,1,3,3,3,2,2,2,1
"R-HSA-210500",32,22,22,20,14,8,1,8,6,6,6,5,4,2
"R-HSA-210744",20,4,9,7,3,4,1,4,1,1,1,1,1,1
"R-HSA-210745",35,4,3,4,1,1,1,12,4,3,4,1,1,1
"R-HSA-210746",9,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-210747",14,1,1,1,0,0,0,6,2,2,2,0,0,0
"R-HSA-210990",14,8,8,7,1,1,0,7,6,6,6,1,1,0
"R-HSA-210991",26,24,24,22,6,10,2,10,10,10,10,5,6,2
"R-HSA-210993",23,14,14,10,4,5,0,14,14,14,14,8,6,0
"R-HSA-211000",120,65,67,54,41,48,34,40,31,31,30,22,23,7
"R-HSA-211163",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-211728",2,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-211733",50,46,45,43,37,39,33,2,2,2,2,2,2,1
"R-HSA-211736",4,2,2,2,2,2,1,4,3,3,3,3,3,3
"R-HSA-211859",549,173,181,132,61,50,21,188,164,166,137,68,45,22
"R-HSA-211897",186,52,58,39,11,9,3,61,60,60,49,24,7,2
"R-HSA-211916",22,6,6,6,0,1,0,5,5,5,5,0,1,0
"R-HSA-211935",29,12,13,3,1,0,0,4,4,4,3,1,0,0
"R-HSA-211945",299,85,92,61,26,20,8,98,92,94,74,41,21,8
"R-HSA-211957",11,1,1,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-211958",27,10,10,4,2,1,0,5,5,5,3,2,1,0
"R-HSA-211976",72,23,24,23,5,7,3,18,18,18,15,4,4,2
"R-HSA-211979",27,9,10,4,0,0,0,6,6,6,4,0,0,0
"R-HSA-211981",73,18,23,11,6,2,0,22,22,22,19,17,1,0
"R-HSA-211994",13,1,2,2,0,0,0,3,3,3,3,0,0,0
"R-HSA-211999",30,7,10,2,4,0,0,6,6,6,6,6,0,0
"R-HSA-212165",139,80,83,68,44,46,37,34,28,28,27,27,27,27
"R-HSA-2122947",57,19,28,25,12,16,7,18,14,14,14,14,14,14
"R-HSA-2122948",32,22,21,17,9,11,0,21,19,19,16,10,14,0
"R-HSA-212300",44,23,24,14,8,9,7,4,4,4,4,4,4,4
"R-HSA-212436",1555,741,797,653,293,368,196,830,653,665,656,496,520,160
"R-HSA-212676",28,21,21,18,13,9,1,5,4,4,4,3,3,2
"R-HSA-212718",11,8,8,7,2,1,0,3,3,3,3,3,2,0
"R-HSA-2129379",38,31,34,31,3,7,0,10,10,10,10,6,8,0
"R-HSA-2132295",149,104,106,85,52,50,23,26,26,26,26,17,17,16
"R-HSA-2142670",23,5,7,5,2,0,0,3,3,3,3,2,0,0
"R-HSA-2142688",24,9,9,8,5,0,0,4,3,3,3,2,0,0
"R-HSA-2142691",52,15,16,10,3,5,1,19,12,13,12,3,4,1
"R-HSA-2142696",9,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-2142700",25,5,5,5,0,1,0,8,5,5,5,0,1,0
"R-HSA-2142712",19,7,7,5,3,0,0,6,6,6,5,2,0,0
"R-HSA-2142753",168,45,49,36,16,12,2,77,47,48,42,16,11,2
"R-HSA-2142770",22,6,6,5,3,0,0,4,3,3,3,1,0,0
"R-HSA-2142789",32,4,4,4,2,4,3,9,4,4,4,3,4,4
"R-HSA-2142816",20,5,7,4,2,1,0,3,3,3,3,2,2,0
"R-HSA-2142845",23,16,17,17,4,3,0,13,11,11,11,7,4,0
"R-HSA-2142850",6,5,5,5,1,0,0,3,3,3,3,1,0,0
"R-HSA-2151201",88,30,33,29,11,21,8,32,28,28,28,7,23,5
"R-HSA-2151209",13,5,5,6,4,2,3,2,2,2,2,2,1,1
"R-HSA-2160456",5,1,1,1,1,1,0,1,1,1,1,1,1,0
"R-HSA-216083",86,70,76,61,7,9,0,55,55,55,55,19,16,0
"R-HSA-2160916",18,11,12,12,3,3,0,10,8,8,8,6,4,0
"R-HSA-2161517",9,5,5,2,3,2,0,3,3,3,2,1,1,0
"R-HSA-2161522",33,8,9,6,7,6,1,10,6,7,6,5,5,1
"R-HSA-2161541",27,3,4,4,4,4,1,7,3,4,4,4,4,1
"R-HSA-2162123",58,12,13,10,3,5,1,32,15,15,11,2,4,1
"R-HSA-2168880",106,29,31,21,0,0,0,12,12,12,12,0,0,0
"R-HSA-2172127",53,28,29,19,4,5,0,33,28,29,23,15,13,0
"R-HSA-217271",16,3,3,2,2,0,0,3,3,3,2,2,0,0
"R-HSA-2173782",168,44,47,36,4,3,1,33,26,28,28,6,4,2
"R-HSA-2173788",28,20,19,15,11,8,2,28,28,28,26,22,21,6
"R-HSA-2173789",36,24,23,19,14,12,4,39,39,39,37,32,25,8
"R-HSA-2173791",19,12,12,12,5,4,2,6,6,6,6,6,6,6
"R-HSA-2173793",57,34,36,35,19,20,5,44,43,43,43,41,41,5
"R-HSA-2173795",33,21,21,21,10,12,2,25,24,24,24,23,23,3
"R-HSA-2173796",38,22,23,22,12,11,3,19,19,19,19,18,18,2
"R-HSA-2179392",13,4,4,3,2,3,0,6,6,6,6,4,5,0
"R-HSA-2187335",20,6,6,6,1,1,0,13,10,10,11,1,3,0
"R-HSA-2187338",169,75,76,67,27,30,7,92,78,78,76,35,38,6
"R-HSA-2197563",16,3,7,5,1,2,0,9,9,9,9,2,9,0
"R-HSA-2206280",7,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-2206281",36,7,9,9,3,8,0,22,15,19,19,7,17,0
"R-HSA-2206282",4,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-2206285",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206290",3,0,0,0,0,0,0,1,0,0,0,0,0,0
