"pathway","Human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","Human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-168276",46,30,31,28,23,28,3,6,5,5,4,5,4,3
"R-HSA-168277",4,1,1,2,1,1,1,2,1,1,2,1,1,1
"R-HSA-168288",17,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-168298",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168302",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168303",17,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168305",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168315",3,2,2,2,2,2,1,2,2,2,2,2,2,1
"R-HSA-168316",7,2,2,2,2,2,1,17,1,1,1,1,1,1
"R-HSA-168325",69,37,38,36,32,37,14,6,3,3,3,3,3,3
"R-HSA-168330",15,1,1,1,0,0,0,3,1,1,1,0,0,0
"R-HSA-168333",53,26,27,25,21,26,3,2,2,2,2,2,2,2
"R-HSA-168336",18,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168638",41,27,27,25,6,10,4,18,18,18,18,7,7,5
"R-HSA-168643",72,41,42,37,7,13,6,46,44,44,40,11,15,9
"R-HSA-168799",28,7,6,5,3,1,2,40,24,15,12,9,1,4
"R-HSA-168874",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168888",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168898",202,117,123,102,27,40,17,198,172,178,168,41,128,22
"R-HSA-168927",19,10,11,10,2,6,3,3,2,3,3,1,2,1
"R-HSA-168928",104,42,44,43,13,17,5,53,50,50,50,44,33,7
"R-HSA-169131",2,1,1,0,1,0,0,2,1,1,0,1,0,0
"R-HSA-169893",20,11,11,11,7,4,3,19,19,19,19,16,16,10
"R-HSA-169911",54,49,49,47,34,39,34,5,5,5,5,1,2,2
"R-HSA-170145",5,1,1,1,1,0,0,2,1,1,1,1,0,0
"R-HSA-170660",17,10,10,10,3,7,0,4,4,4,4,4,4,0
"R-HSA-170670",19,14,14,13,3,7,0,5,5,5,5,5,5,0
"R-HSA-170822",40,26,26,24,19,24,2,5,5,4,5,1,1,5
"R-HSA-170834",107,69,74,66,29,40,9,100,98,98,96,67,89,20
"R-HSA-170968",17,9,9,9,5,3,3,13,13,13,13,10,10,7
"R-HSA-170984",12,5,5,5,4,2,1,6,6,6,6,6,6,3
"R-HSA-171007",19,6,6,6,2,3,1,5,4,4,4,1,1,1
"R-HSA-171286",4,1,1,1,1,1,1,10,1,1,1,1,1,1
"R-HSA-171306",34,20,19,8,2,1,2,2,2,2,2,2,2,2
"R-HSA-171319",34,21,21,21,5,4,6,10,10,10,10,9,9,10
"R-HSA-173107",13,4,4,4,1,1,1,8,8,8,8,8,8,8
"R-HSA-173599",13,3,3,3,3,3,1,3,3,3,3,3,3,1
"R-HSA-173623",97,29,32,11,0,0,0,2,2,2,2,0,0,0
"R-HSA-173736",6,3,5,4,2,2,0,9,7,8,8,6,6,0
"R-HSA-174048",24,18,18,17,10,14,10,3,3,3,3,3,3,3
"R-HSA-174084",64,58,58,55,41,49,39,2,2,2,2,2,2,2
"R-HSA-174113",55,51,50,48,36,43,35,3,3,3,3,3,3,3
"R-HSA-174143",92,78,78,74,53,63,51,40,39,39,39,34,39,39
"R-HSA-174154",68,62,62,59,44,51,42,3,3,3,3,3,3,3
"R-HSA-174178",74,67,67,64,46,54,45,6,6,6,6,6,6,6
"R-HSA-174184",73,64,65,62,48,54,45,3,3,3,3,3,3,3
"R-HSA-174362",13,5,5,5,2,2,2,4,4,4,4,1,1,1
"R-HSA-174403",27,12,12,13,11,10,5,9,7,7,7,7,7,5
"R-HSA-174411",31,24,25,25,15,14,11,6,6,6,6,6,6,5
"R-HSA-174414",33,15,16,16,7,6,4,7,7,7,7,7,7,7
"R-HSA-174417",49,29,31,31,19,18,13,18,18,18,18,17,17,16
"R-HSA-174430",19,12,13,13,4,4,4,4,4,4,4,3,3,3
"R-HSA-174437",22,15,15,15,6,5,3,4,4,4,4,4,4,4
"R-HSA-174490",17,12,12,11,7,9,1,4,4,4,4,3,4,1
"R-HSA-174495",18,12,12,11,7,9,1,5,4,4,4,3,4,1
"R-HSA-174577",7,4,6,5,2,3,0,4,3,4,4,2,3,0
"R-HSA-174824",102,53,53,46,18,23,12,86,72,71,72,28,36,22
"R-HSA-175474",27,14,14,13,9,11,3,16,6,6,6,5,6,3
"R-HSA-175567",9,2,2,1,1,1,0,3,1,1,1,1,1,0
"R-HSA-176033",47,29,30,27,21,27,3,4,3,3,3,3,3,2
"R-HSA-176034",3,2,2,2,1,1,2,2,2,2,2,2,2,2
"R-HSA-176187",39,33,34,30,24,30,25,9,9,9,9,9,9,7
"R-HSA-176407",22,17,17,15,10,14,11,3,3,3,3,2,3,3
"R-HSA-176408",83,71,71,68,51,59,49,14,13,13,13,9,13,13
"R-HSA-176409",76,67,68,65,48,55,45,13,13,13,13,13,13,13
"R-HSA-176412",20,16,16,15,10,12,10,2,2,2,2,2,2,2
"R-HSA-176417",8,3,3,3,0,2,1,2,2,2,2,0,2,2
"R-HSA-176814",77,67,68,65,48,55,45,15,15,15,15,15,15,15
"R-HSA-176974",12,11,12,12,10,12,11,4,4,4,4,3,4,3
"R-HSA-177128",16,5,5,3,2,0,0,2,2,2,2,1,0,0
"R-HSA-177135",14,3,4,3,2,0,0,2,2,2,2,1,0,0
"R-HSA-177162",10,1,2,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-177243",47,28,29,27,23,28,5,16,14,14,14,14,14,14
"R-HSA-177504",18,12,12,11,5,6,4,3,3,3,3,3,3,3
"R-HSA-177539",9,2,2,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-177929",61,38,38,34,13,14,6,49,45,45,44,45,27,16
"R-HSA-1793185",73,46,47,45,7,19,0,28,28,28,28,7,25,0
"R-HSA-179409",26,20,21,20,13,18,13,3,3,3,3,3,3,3
"R-HSA-179419",74,65,66,63,48,55,45,6,6,6,6,6,6,6
"R-HSA-179812",16,8,8,6,2,1,1,3,3,3,2,3,3,3
"R-HSA-1799339",119,94,95,85,81,83,79,5,5,5,5,5,5,5
"R-HSA-180024",35,22,22,21,8,12,4,12,11,11,12,9,10,6
"R-HSA-180292",23,13,13,11,3,1,0,11,9,9,9,9,1,0
"R-HSA-180336",19,9,9,7,2,2,1,4,4,4,4,4,4,2
"R-HSA-180534",53,49,48,46,35,40,33,5,5,5,5,3,3,3
"R-HSA-180585",56,50,50,47,38,43,33,4,3,3,3,3,3,3
"R-HSA-180689",15,3,3,2,2,2,1,3,3,3,3,3,3,2
"R-HSA-180746",41,27,28,26,22,27,4,7,7,7,7,7,7,7
"R-HSA-180786",67,44,46,46,24,22,19,28,28,28,28,26,26,26
"R-HSA-180897",4,2,2,2,1,2,2,2,1,1,1,1,1,1
"R-HSA-180910",44,27,28,25,20,25,1,2,2,2,2,2,2,1
"R-HSA-1810476",19,8,9,10,1,4,0,4,3,3,3,1,3,0
"R-HSA-181429",23,16,16,12,8,8,2,4,3,3,3,2,3,2
"R-HSA-181430",30,16,16,12,8,9,2,6,5,5,5,3,4,2
"R-HSA-181431",17,14,14,14,8,5,0,6,6,6,6,6,6,0
"R-HSA-181438",136,80,82,72,18,30,14,80,70,70,71,27,63,17
"R-HSA-182218",8,7,7,5,4,4,4,3,3,3,3,3,3,3
"R-HSA-182971",37,25,25,23,7,8,5,22,20,20,20,20,15,11
"R-HSA-1834941",24,12,12,9,5,6,3,19,16,16,14,6,11,1
"R-HSA-1834949",78,44,46,41,14,32,19,50,41,41,38,16,35,4
"R-HSA-1839117",23,9,9,8,2,2,0,14,12,12,12,6,8,0
"R-HSA-1839120",4,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-1839122",15,7,7,5,0,1,0,4,3,3,3,0,1,0
"R-HSA-1839124",39,18,18,15,3,4,0,25,17,17,17,8,10,0
"R-HSA-1839126",43,28,28,25,16,16,15,18,9,9,9,4,2,1
"R-HSA-1839128",3,1,1,1,0,0,0,5,5,5,5,0,0,0
"R-HSA-1839130",17,8,8,6,1,0,0,6,6,6,6,2,0,0
"R-HSA-1852241",338,224,237,210,109,101,36,86,74,82,82,62,66,39
"R-HSA-1855156",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855167",29,8,9,8,4,3,4,15,15,15,15,11,11,11
"R-HSA-1855170",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-1855183",32,14,14,12,8,10,5,14,14,14,13,11,13,5
"R-HSA-1855184",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855191",18,4,4,3,2,1,1,10,10,10,10,9,4,5
"R-HSA-1855192",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1855196",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855204",39,24,24,19,8,8,3,12,11,11,11,6,5,3
"R-HSA-1855215",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855229",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855231",9,1,1,1,0,1,0,3,3,3,3,0,3,0
"R-HSA-186712",67,9,13,12,5,4,2,26,7,6,7,3,1,2
"R-HSA-186763",37,19,19,16,6,8,2,16,16,16,16,9,10,3
"R-HSA-186797",70,36,38,31,12,11,3,31,30,30,30,16,20,6
"R-HSA-187015",10,5,5,5,1,0,0,8,8,8,8,2,0,0
"R-HSA-187024",8,4,4,4,1,0,0,4,4,4,4,2,0,0
"R-HSA-187037",143,70,70,64,29,32,13,102,89,89,87,72,73,22
"R-HSA-187042",5,2,2,2,0,0,0,4,4,4,4,0,0,0
"R-HSA-187577",62,52,52,50,37,42,34,7,7,7,7,5,5,7
"R-HSA-187687",42,21,21,19,10,9,5,32,31,31,29,19,21,13
"R-HSA-187706",8,1,1,1,0,0,0,3,3,3,3,0,0,0
"R-HSA-189085",28,7,7,5,4,3,0,13,12,12,6,10,4,0
"R-HSA-189200",28,18,19,17,6,5,2,18,17,17,15,9,6,2
"R-HSA-189445",76,22,22,21,5,12,11,42,25,25,22,6,15,13
"R-HSA-189451",46,11,11,11,3,10,9,20,13,13,13,3,12,11
"R-HSA-189483",40,12,12,11,2,3,2,22,12,12,9,3,3,2
"R-HSA-190236",107,57,58,52,30,29,16,142,138,138,140,124,82,20
"R-HSA-190239",19,9,9,7,3,2,0,6,5,5,5,5,1,0
"R-HSA-190241",26,14,14,13,1,0,0,5,5,5,5,2,0,0
"R-HSA-190242",21,10,10,9,2,2,0,7,6,6,7,4,4,0
"R-HSA-190322",17,10,11,8,2,0,0,4,4,4,4,4,0,0
"R-HSA-190370",9,5,5,5,0,0,0,2,2,2,2,0,0,0
"R-HSA-190371",10,4,4,3,1,0,0,2,2,2,2,2,0,0
"R-HSA-190372",18,9,9,7,3,2,0,4,3,3,3,3,1,0
"R-HSA-190373",15,6,6,5,1,1,0,3,2,2,3,2,2,0
"R-HSA-190374",7,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-190375",17,8,8,6,1,0,0,2,2,2,2,2,0,0
"R-HSA-190377",14,8,8,9,0,0,0,3,3,3,3,0,0,0
"R-HSA-190704",3,3,3,3,0,0,0,3,3,3,3,0,0,0
"R-HSA-190827",3,3,3,3,0,0,0,2,2,2,2,0,0,0
"R-HSA-190828",52,36,36,22,11,11,4,20,20,20,20,7,7,7
"R-HSA-190840",22,12,12,10,6,6,1,2,2,2,2,1,1,1
"R-HSA-190861",41,28,28,14,6,6,1,16,16,16,16,3,3,3
"R-HSA-190872",23,13,13,11,6,6,1,3,3,3,3,1,1,1
"R-HSA-190873",12,9,9,9,5,5,3,4,4,4,4,4,4,4
"R-HSA-1912399",10,1,1,0,0,0,0,2,1,1,0,0,0,0
"R-HSA-1912408",89,36,40,26,14,12,4,28,23,23,23,23,22,7
"R-HSA-1912420",23,10,11,9,5,4,1,8,6,7,7,6,5,2
"R-HSA-1912422",114,45,50,35,19,16,5,38,30,31,30,29,27,9
"R-HSA-191273",77,25,25,23,10,11,15,37,34,34,33,14,14,22
"R-HSA-191650",6,2,2,2,1,1,0,4,3,3,3,3,3,0
"R-HSA-191859",67,45,46,42,35,34,3,6,6,6,6,6,6,2
"R-HSA-192105",113,28,28,23,12,10,6,83,61,61,45,32,31,15
"R-HSA-192456",24,6,6,1,0,3,0,8,8,8,3,0,4,0
"R-HSA-192814",14,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192823",114,80,81,72,72,74,70,2,2,2,2,2,2,2
"R-HSA-192869",13,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192905",14,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-193048",27,11,11,10,4,2,1,10,10,10,10,5,2,1
"R-HSA-193144",18,6,6,6,2,3,1,8,8,8,8,4,5,1
"R-HSA-193368",78,18,18,13,8,7,3,39,29,29,21,17,15,5
"R-HSA-193634",11,8,8,7,1,2,1,6,6,6,6,3,6,3
"R-HSA-193639",19,9,9,9,0,4,0,13,12,12,12,0,6,0
"R-HSA-193648",64,50,52,43,13,14,3,7,6,6,5,2,2,1
"R-HSA-193670",6,5,5,4,2,2,1,3,2,2,2,1,1,1
"R-HSA-193681",8,3,3,3,1,1,1,2,2,2,2,2,2,2
"R-HSA-193692",12,8,8,8,5,4,0,5,5,5,5,1,1,0
"R-HSA-193697",12,9,9,8,1,2,1,8,8,8,8,5,8,5
"R-HSA-193704",110,79,81,69,23,29,6,50,47,47,46,13,26,9
"R-HSA-193775",45,12,12,9,4,5,2,28,20,20,16,8,9,4
"R-HSA-193807",36,10,10,7,2,3,2,12,8,8,4,4,5,4
"R-HSA-193993",22,6,6,4,0,0,0,7,6,6,3,0,0,0
"R-HSA-194002",29,10,10,7,0,1,0,9,7,7,6,0,1,0
"R-HSA-194068",125,37,37,32,13,11,6,99,74,74,57,35,33,15
"R-HSA-194138",140,92,93,88,39,40,18,86,81,81,76,51,51,25
"R-HSA-194306",4,4,4,4,0,0,0,2,2,2,2,0,0,0
"R-HSA-194313",8,8,8,8,0,0,0,4,4,4,4,0,0,0
"R-HSA-194315",709,555,573,514,209,230,78,203,197,196,190,154,154,128
"R-HSA-194441",67,45,46,42,35,34,3,6,6,6,6,6,6,2
"R-HSA-195253",91,69,67,63,44,51,36,23,20,20,20,18,19,12
"R-HSA-195258",326,219,224,194,86,91,36,113,109,108,106,88,87,71
"R-HSA-195399",8,8,8,8,0,0,0,3,3,3,3,0,0,0
"R-HSA-195721",332,250,253,223,116,135,58,157,149,149,147,135,137,49
"R-HSA-196025",11,8,8,8,4,4,3,2,2,2,2,2,2,2
"R-HSA-196071",72,35,35,28,10,12,4,42,37,37,31,13,13,5
"R-HSA-196108",27,12,12,8,4,6,2,9,7,7,5,4,5,3
"R-HSA-196299",19,12,12,10,4,5,2,4,4,4,4,4,4,4
"R-HSA-1963640",21,6,8,6,2,2,1,4,4,4,4,4,4,4
"R-HSA-1963642",22,8,10,9,3,2,0,7,7,7,7,7,4,0
"R-HSA-196741",52,19,17,17,9,7,1,27,25,25,21,15,9,1
"R-HSA-196757",47,14,14,14,9,9,9,31,23,23,23,17,18,18
"R-HSA-196780",19,10,10,10,7,6,3,13,10,10,10,7,9,5
"R-HSA-196783",21,8,8,7,3,3,4,7,7,7,7,4,3,5
"R-HSA-196791",23,11,10,10,6,8,2,20,14,13,13,10,10,1
"R-HSA-196807",84,29,30,27,10,12,8,29,27,27,25,10,14,9
"R-HSA-196819",14,5,5,4,3,4,2,5,4,4,4,3,3,2
"R-HSA-196836",26,6,6,6,5,5,2,9,5,5,5,5,5,3
"R-HSA-196843",17,6,6,6,6,3,3,5,5,5,5,5,3,3
"R-HSA-196849",258,106,105,99,60,57,35,143,120,120,113,78,75,54
"R-HSA-196854",382,149,149,137,75,78,41,205,164,164,155,102,103,64
"R-HSA-1971475",31,23,24,22,6,10,0,5,5,5,5,5,5,0
"R-HSA-197264",59,17,18,17,7,6,3,12,11,11,11,7,6,3
"R-HSA-1980143",84,39,49,42,18,27,6,39,33,33,30,21,29,14
"R-HSA-1980145",38,18,22,17,8,11,0,20,18,18,15,6,14,0
"R-HSA-198203",13,7,7,7,2,2,1,5,5,5,5,3,3,1
"R-HSA-198323",16,7,7,7,2,4,2,9,7,7,7,2,4,2
"R-HSA-198693",12,6,6,5,2,3,0,4,4,4,3,2,3,0
"R-HSA-198725",80,30,30,27,11,15,4,48,37,37,37,43,44,5
"R-HSA-198745",5,1,1,1,0,0,0,1,1,1,1,0,0,0
"R-HSA-198753",26,14,14,13,4,5,3,7,6,6,6,6,6,2
"R-HSA-198765",4,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-198933",316,97,102,47,0,2,0,44,42,42,36,0,4,0
"R-HSA-1989781",175,50,55,65,17,26,4,41,41,41,41,41,41,4
"R-HSA-199220",35,14,14,12,6,5,5,12,11,11,10,6,4,6
"R-HSA-199418",137,73,76,63,20,23,4,10,9,9,9,9,9,5
"R-HSA-199920",9,4,4,4,3,3,0,4,4,4,4,4,4,0
"R-HSA-199977",164,135,137,121,86,89,51,39,39,39,39,37,37,34
"R-HSA-199991",668,545,552,469,285,316,142,219,214,213,213,183,190,158
"R-HSA-199992",80,61,64,55,31,33,14,19,19,18,19,15,15,14
"R-HSA-200425",28,11,11,11,6,5,3,9,8,8,8,5,7,2
"R-HSA-201451",30,25,26,23,9,10,1,17,17,17,17,16,15,1
"R-HSA-201556",43,15,16,14,5,5,1,40,29,30,29,5,5,1
"R-HSA-201681",216,155,156,129,77,89,42,71,70,70,68,60,61,20
"R-HSA-201688",12,8,8,8,6,5,3,4,4,4,4,4,4,2
"R-HSA-201722",67,35,34,21,15,15,3,13,13,13,13,13,13,3
"R-HSA-202040",26,23,24,22,6,5,2,6,6,6,6,6,6,6
"R-HSA-202131",41,12,12,10,3,5,1,26,23,23,19,16,16,1
"R-HSA-2022090",67,51,55,44,12,11,0,26,22,22,20,9,9,0
"R-HSA-2022377",27,15,17,14,6,5,1,20,19,19,18,11,10,1
"R-HSA-2022854",36,24,25,22,3,7,0,9,9,9,9,4,8,0
"R-HSA-2022857",22,10,10,10,2,5,0,7,6,6,6,3,5,0
"R-HSA-2022870",25,13,13,13,0,5,0,9,9,9,9,0,9,0
"R-HSA-2022923",13,5,5,5,0,2,0,4,4,4,4,0,4,0
"R-HSA-2022928",39,19,21,20,6,8,0,14,14,14,14,13,13,0
"R-HSA-2023837",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-202403",147,100,101,90,50,57,40,52,48,48,48,33,41,17
"R-HSA-2024096",44,16,20,18,5,10,0,14,10,14,14,7,14,0
"R-HSA-2024101",29,14,14,14,1,6,0,10,10,10,10,2,7,0
"R-HSA-202424",124,82,82,72,41,47,39,24,22,22,22,20,21,16
"R-HSA-202427",45,19,19,13,3,3,0,7,7,7,7,4,4,0
"R-HSA-202430",42,15,15,9,1,0,0,4,4,4,4,3,0,0
"R-HSA-202433",59,21,22,18,5,7,1,17,15,15,15,6,16,1
"R-HSA-2025928",12,8,8,7,4,7,2,3,3,3,3,2,3,2
"R-HSA-202670",15,12,12,11,2,4,3,2,2,2,2,2,2,2
"R-HSA-202733",257,118,121,79,9,17,3,65,60,58,54,14,14,4
"R-HSA-2028269",22,19,19,18,11,9,0,30,30,30,30,25,24,0
"R-HSA-2029480",193,89,94,68,34,34,13,42,41,41,41,33,32,18
"R-HSA-2029481",103,30,33,11,1,0,0,6,6,6,6,1,0,0
"R-HSA-2029482",158,66,71,48,27,26,11,24,23,23,23,22,22,16
"R-HSA-2029485",129,45,48,25,8,8,2,12,12,12,12,10,10,2
"R-HSA-2032785",18,10,12,10,5,5,2,9,9,9,9,6,6,2
"R-HSA-2033514",17,8,8,6,1,0,0,10,10,10,10,2,0,0
"R-HSA-2033515",3,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-2033519",23,12,12,10,1,0,0,10,6,6,6,3,0,0
"R-HSA-203615",37,9,9,7,3,2,1,20,17,17,15,12,10,1
"R-HSA-203641",10,3,3,4,1,2,0,4,4,4,4,4,4,0
"R-HSA-203754",7,1,1,0,0,1,0,2,2,2,0,0,2,0
"R-HSA-203927",31,19,19,19,18,17,12,8,6,6,6,6,6,3
"R-HSA-204005",77,61,62,56,38,39,31,16,16,16,16,16,16,16
"R-HSA-204174",30,14,14,15,8,9,4,4,4,4,4,4,4,2
"R-HSA-2046104",55,12,12,11,6,5,4,25,21,21,19,11,7,6
"R-HSA-2046105",32,8,8,7,4,3,2,10,8,8,7,4,2,2
"R-HSA-2046106",45,12,12,11,6,5,4,15,13,13,12,7,5,4
"R-HSA-204626",12,4,4,3,3,3,4,3,3,3,3,3,3,3
"R-HSA-204998",81,63,65,55,19,22,3,17,16,16,15,4,8,1
"R-HSA-205017",3,2,2,2,0,0,0,2,2,2,2,0,0,0
"R-HSA-205025",6,6,6,5,1,2,0,3,3,3,3,1,2,0
"R-HSA-205043",18,12,12,12,5,6,0,7,7,7,7,1,4,0
"R-HSA-209543",16,8,8,8,0,4,0,9,9,9,9,0,5,0
"R-HSA-209560",15,5,5,5,0,2,0,4,3,3,3,0,1,0
"R-HSA-209563",5,4,4,4,1,1,1,2,2,2,2,2,2,2
"R-HSA-209776",58,18,18,14,5,6,1,21,19,19,14,7,7,1
"R-HSA-209822",10,9,9,8,2,1,0,4,4,4,4,1,1,0
"R-HSA-209905",22,4,4,3,2,3,0,6,4,4,3,2,3,0
"R-HSA-209931",20,5,5,5,2,2,1,4,4,4,4,2,2,1
"R-HSA-209952",13,11,11,10,2,1,0,5,5,5,5,1,1,0
"R-HSA-209968",29,10,10,7,2,2,0,11,11,11,7,3,2,0
"R-HSA-210455",10,4,4,3,2,3,1,3,3,3,2,2,2,1
"R-HSA-210500",32,22,22,19,13,10,2,8,6,6,6,5,4,2
"R-HSA-210744",20,4,9,7,3,4,1,4,1,1,1,1,1,1
"R-HSA-210745",35,4,3,4,2,0,1,12,4,3,4,2,0,1
"R-HSA-210746",9,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-210747",14,1,1,1,0,0,0,6,2,2,2,0,0,0
"R-HSA-210990",14,8,8,7,1,1,0,7,6,6,6,1,1,0
"R-HSA-210991",26,20,20,18,4,8,2,10,8,8,6,4,4,2
"R-HSA-210993",23,14,14,11,3,3,1,14,14,14,14,8,4,2
"R-HSA-211000",120,67,67,54,40,48,15,40,25,25,30,22,21,6
"R-HSA-211163",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-211728",2,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-211733",50,46,46,44,34,39,32,2,2,2,2,1,2,1
"R-HSA-211736",4,2,2,2,2,2,1,4,3,3,3,3,3,3
"R-HSA-211859",551,171,181,135,64,57,22,192,167,170,145,56,53,21
"R-HSA-211897",186,52,56,41,9,10,3,61,60,60,52,8,8,2
"R-HSA-211916",22,6,6,6,2,2,0,5,5,5,5,2,2,0
"R-HSA-211935",29,11,12,4,0,0,0,4,4,4,4,0,0,0
"R-HSA-211945",301,84,90,64,25,22,8,102,95,98,81,26,22,8
"R-HSA-211957",11,1,1,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-211958",27,10,10,5,1,1,0,5,5,5,4,1,1,0
"R-HSA-211976",72,24,24,23,6,7,3,18,18,18,15,4,4,2
"R-HSA-211979",27,9,9,5,0,0,0,6,6,6,5,0,0,0
"R-HSA-211981",73,18,22,12,2,2,0,22,22,22,19,1,1,0
"R-HSA-211994",13,2,2,2,0,0,0,3,3,3,3,0,0,0
"R-HSA-211999",30,7,10,2,0,0,0,6,6,6,6,0,0,0
"R-HSA-212165",139,82,81,68,37,44,33,34,28,27,28,26,26,26
"R-HSA-2122947",57,19,29,25,10,17,6,18,14,14,14,14,14,14
"R-HSA-2122948",32,22,22,19,8,12,0,21,19,19,16,7,15,0
"R-HSA-212300",44,26,25,14,6,6,5,4,4,4,4,4,4,4
"R-HSA-212436",1588,759,791,625,277,408,171,884,711,718,708,495,564,145
"R-HSA-212676",28,21,21,17,11,11,2,5,4,4,4,3,4,2
"R-HSA-212718",11,8,8,7,2,1,0,3,3,3,3,3,2,0
"R-HSA-2129379",37,30,32,29,8,5,0,10,10,10,10,8,4,0
"R-HSA-2132295",149,103,105,89,54,54,21,26,26,26,26,17,17,16
"R-HSA-2142670",23,5,7,5,0,0,0,3,3,3,3,0,0,0
"R-HSA-2142688",24,9,9,7,5,0,0,4,3,3,3,2,0,0
"R-HSA-2142691",52,16,16,10,3,4,2,20,14,14,13,2,3,2
"R-HSA-2142696",9,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-2142700",25,5,5,5,0,1,0,8,5,5,5,0,1,0
"R-HSA-2142712",19,7,7,3,2,0,0,6,6,6,4,2,0,0
"R-HSA-2142753",168,47,49,34,14,12,3,79,50,50,43,13,11,3
"R-HSA-2142770",22,6,6,4,2,0,0,4,3,3,3,1,0,0
"R-HSA-2142789",32,4,4,4,2,4,3,9,4,4,4,3,4,4
"R-HSA-2142816",20,6,8,4,1,1,0,3,3,3,3,2,2,0
"R-HSA-2142845",23,15,17,17,5,3,0,13,11,11,11,7,4,0
"R-HSA-2142850",6,5,5,5,1,0,0,3,3,3,3,1,0,0
"R-HSA-2151201",88,30,33,29,14,23,7,32,28,28,28,9,24,7
"R-HSA-2151209",13,6,6,6,3,2,3,2,2,2,2,1,1,1
"R-HSA-2160456",5,1,1,1,1,1,0,1,1,1,1,1,1,0
"R-HSA-216083",86,67,73,59,8,9,0,55,55,55,55,14,25,0
"R-HSA-2160916",18,10,12,12,4,3,0,10,8,8,8,6,4,0
"R-HSA-2161517",9,5,5,4,1,3,0,3,3,3,3,1,2,0
"R-HSA-2161522",32,7,8,7,4,6,0,10,5,6,6,4,5,0
"R-HSA-2161541",26,2,3,3,3,3,0,7,2,3,3,3,3,0
"R-HSA-2162123",58,13,13,10,3,5,1,33,16,16,12,2,4,1
"R-HSA-2168880",106,28,30,7,0,0,0,12,12,12,10,0,0,0
"R-HSA-2172127",53,27,27,21,4,7,1,33,28,28,23,15,14,11
"R-HSA-217271",16,3,3,3,2,0,0,3,3,3,3,2,0,0
"R-HSA-2173782",168,41,44,20,4,5,0,33,24,26,26,6,6,0
"R-HSA-2173788",28,20,20,17,8,11,2,28,28,28,26,14,25,6
"R-HSA-2173789",50,36,37,32,14,19,4,44,44,44,42,20,38,8
"R-HSA-2173791",19,12,13,13,2,7,2,6,6,6,6,6,6,6
"R-HSA-2173793",64,35,38,35,16,24,6,51,49,49,49,42,46,6
"R-HSA-2173795",38,22,23,21,8,15,2,27,25,25,25,21,23,3
"R-HSA-2173796",44,23,25,23,11,15,4,24,24,24,24,21,23,3
"R-HSA-2179392",13,4,4,2,2,2,1,6,6,6,6,4,4,2
"R-HSA-2187335",20,6,6,6,0,2,1,13,10,10,11,0,4,1
"R-HSA-2187338",169,76,77,70,27,32,11,92,78,78,77,35,40,10
"R-HSA-2197563",16,3,7,5,1,2,0,9,9,9,9,2,9,0
"R-HSA-2206280",7,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-2206281",36,7,9,9,2,7,0,22,15,19,19,5,15,0
"R-HSA-2206282",4,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-2206285",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206290",3,0,0,0,0,0,0,1,0,0,0,0,0,0
