"pathway","Human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","Human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-168276",46,30,31,28,24,28,3,6,5,5,4,5,4,3
"R-HSA-168277",4,1,1,2,1,1,1,2,1,1,2,1,1,1
"R-HSA-168288",17,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-168298",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168302",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168303",17,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168305",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168315",3,2,2,2,2,2,1,2,2,2,2,2,2,1
"R-HSA-168316",7,2,2,2,2,2,1,17,1,1,1,1,1,1
"R-HSA-168325",69,37,38,36,32,37,14,6,3,3,3,3,3,3
"R-HSA-168330",15,1,1,1,0,0,0,3,1,1,1,0,0,0
"R-HSA-168333",53,26,27,25,21,26,3,2,2,2,2,2,2,2
"R-HSA-168336",18,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168638",41,27,26,25,6,10,4,18,18,18,18,7,7,5
"R-HSA-168643",72,41,41,37,7,14,6,46,44,44,40,11,16,9
"R-HSA-168799",28,6,6,6,2,2,0,40,15,15,15,4,6,0
"R-HSA-168874",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168888",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168898",202,118,123,104,27,41,18,198,172,178,168,41,140,27
"R-HSA-168927",19,11,12,11,2,7,3,3,2,3,3,1,3,1
"R-HSA-168928",104,43,43,44,14,18,5,53,50,50,50,44,33,7
"R-HSA-169131",2,1,1,0,1,0,0,2,1,1,0,1,0,0
"R-HSA-169893",20,11,11,11,7,4,3,19,19,19,19,16,16,12
"R-HSA-169911",54,49,49,47,34,38,34,5,5,5,5,1,2,2
"R-HSA-170145",5,1,1,1,1,0,0,2,1,1,1,1,0,0
"R-HSA-170660",17,10,10,9,3,7,0,4,4,4,4,4,4,0
"R-HSA-170670",19,14,14,12,3,7,0,5,5,5,5,5,5,0
"R-HSA-170822",40,26,26,24,20,24,1,5,5,4,5,5,1,1
"R-HSA-170834",107,69,74,66,29,40,10,100,98,98,96,67,88,22
"R-HSA-170968",17,9,9,9,5,3,3,13,13,13,13,10,10,9
"R-HSA-170984",12,5,5,5,4,2,1,6,6,6,6,6,6,3
"R-HSA-171007",19,6,6,6,2,3,1,5,4,4,4,1,1,1
"R-HSA-171286",4,1,1,1,1,1,1,10,1,1,1,1,1,1
"R-HSA-171306",34,20,19,8,2,1,2,2,2,2,2,2,2,2
"R-HSA-171319",34,21,21,21,5,4,6,10,10,10,10,9,9,10
"R-HSA-173107",13,4,4,3,1,1,1,8,8,8,8,8,8,8
"R-HSA-173599",13,3,3,3,3,3,1,3,3,3,3,3,3,1
"R-HSA-173623",97,27,33,10,0,0,0,2,2,2,2,0,0,0
"R-HSA-173736",6,3,5,4,2,2,0,9,7,8,8,6,6,0
"R-HSA-174048",24,18,18,17,10,14,10,3,3,3,3,3,3,3
"R-HSA-174084",64,58,58,55,41,48,39,2,2,2,2,2,2,2
"R-HSA-174113",55,51,50,48,36,42,35,3,3,3,3,3,3,3
"R-HSA-174143",92,78,78,74,53,63,51,40,39,39,39,34,39,39
"R-HSA-174154",68,62,62,59,44,50,42,3,3,3,3,3,3,3
"R-HSA-174178",74,67,67,64,46,54,45,6,6,6,6,6,6,6
"R-HSA-174184",73,64,65,62,48,53,45,3,3,3,3,3,3,3
"R-HSA-174362",13,5,5,5,2,2,2,4,4,4,4,1,1,1
"R-HSA-174403",27,12,12,13,11,11,5,9,7,7,7,7,7,5
"R-HSA-174411",31,24,25,25,15,14,11,6,6,6,6,6,6,5
"R-HSA-174414",33,15,16,16,7,6,4,7,7,7,7,7,7,7
"R-HSA-174417",49,29,31,31,19,18,13,18,18,18,18,17,17,16
"R-HSA-174430",19,12,13,13,4,4,4,4,4,4,4,3,3,3
"R-HSA-174437",22,15,15,15,6,5,3,4,4,4,4,4,4,4
"R-HSA-174490",17,12,12,11,7,9,1,4,4,4,4,3,4,1
"R-HSA-174495",18,12,12,11,7,9,1,5,4,4,4,3,4,1
"R-HSA-174577",7,4,6,6,3,2,0,4,3,4,4,3,2,0
"R-HSA-174824",102,54,53,47,19,25,11,86,72,71,72,29,38,22
"R-HSA-175474",27,14,14,13,9,11,3,16,6,6,6,5,6,3
"R-HSA-175567",9,2,2,1,1,1,0,3,1,1,1,1,1,0
"R-HSA-176033",47,29,30,27,22,27,3,4,3,3,3,3,3,2
"R-HSA-176034",3,2,2,2,1,1,1,2,2,2,2,2,2,2
"R-HSA-176187",39,33,34,30,23,30,25,9,9,9,9,9,9,7
"R-HSA-176407",22,17,17,15,10,14,11,3,3,3,3,2,3,3
"R-HSA-176408",83,71,71,68,51,58,49,14,13,13,13,9,13,13
"R-HSA-176409",76,67,68,65,48,54,45,13,13,13,13,13,13,13
"R-HSA-176412",20,16,16,15,10,12,10,2,2,2,2,2,2,2
"R-HSA-176417",8,3,3,3,0,2,1,2,2,2,2,0,2,2
"R-HSA-176814",77,67,68,65,48,54,45,15,15,15,15,15,15,15
"R-HSA-176974",12,11,12,12,10,12,11,4,4,4,4,3,4,3
"R-HSA-177128",16,5,5,3,2,0,0,2,2,2,2,1,0,0
"R-HSA-177135",14,3,4,3,2,0,0,2,2,2,2,1,0,0
"R-HSA-177162",10,1,2,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-177243",47,28,29,27,23,28,5,16,14,14,14,14,14,14
"R-HSA-177504",18,12,12,11,5,6,3,3,3,3,3,3,3,3
"R-HSA-177539",9,2,2,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-177929",61,38,37,33,13,14,5,49,45,45,44,45,27,16
"R-HSA-1793185",73,46,47,45,7,20,0,28,28,28,28,7,25,0
"R-HSA-179409",26,20,21,20,13,18,13,3,3,3,3,3,3,3
"R-HSA-179419",74,65,66,63,48,54,45,6,6,6,6,6,6,6
"R-HSA-179812",16,8,8,5,2,1,1,3,3,3,2,3,3,3
"R-HSA-1799339",119,94,95,85,81,83,80,5,5,5,5,5,5,5
"R-HSA-180024",35,22,22,21,8,11,4,12,11,11,12,9,10,6
"R-HSA-180292",23,13,13,10,3,1,0,11,9,9,9,9,1,0
"R-HSA-180336",19,9,8,6,2,2,1,4,4,4,4,4,4,2
"R-HSA-180534",53,49,48,46,35,39,33,5,5,5,5,3,3,3
"R-HSA-180585",56,50,50,47,38,42,33,4,3,3,3,3,3,3
"R-HSA-180689",15,3,3,2,2,2,1,3,3,3,3,3,3,2
"R-HSA-180746",41,27,28,26,22,27,4,7,7,7,7,7,7,7
"R-HSA-180786",67,44,46,46,24,22,19,28,28,28,28,26,26,26
"R-HSA-180897",4,2,2,2,1,2,2,2,1,1,1,1,1,1
"R-HSA-180910",44,27,28,25,21,25,1,2,2,2,2,2,2,1
"R-HSA-1810476",19,8,9,10,1,6,0,4,3,3,3,1,3,0
"R-HSA-181429",23,16,16,13,7,9,0,4,3,3,3,2,3,0
"R-HSA-181430",30,16,16,13,8,10,0,6,5,5,5,3,4,0
"R-HSA-181431",17,14,14,14,8,6,0,6,6,6,6,6,6,0
"R-HSA-181438",136,80,81,73,18,30,15,80,70,70,71,27,64,22
"R-HSA-182218",8,7,7,5,4,4,3,3,3,3,3,3,3,3
"R-HSA-182971",37,25,25,22,7,8,4,22,20,20,20,20,15,11
"R-HSA-1834941",24,12,12,10,5,6,3,19,16,16,14,6,11,1
"R-HSA-1834949",78,44,46,42,14,34,19,50,41,41,38,16,35,4
"R-HSA-1839117",23,9,9,8,2,2,0,14,12,12,12,6,8,0
"R-HSA-1839120",4,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-1839122",15,7,7,5,0,1,0,4,3,3,3,0,1,0
"R-HSA-1839124",39,18,18,15,3,4,0,25,17,17,17,8,10,0
"R-HSA-1839126",43,28,28,25,16,16,15,18,9,9,9,4,2,1
"R-HSA-1839128",3,1,1,1,0,0,0,5,5,5,5,0,0,0
"R-HSA-1839130",17,8,8,6,1,0,0,6,6,6,6,2,0,0
"R-HSA-1852241",338,224,237,211,110,100,36,86,74,82,82,62,66,39
"R-HSA-1855156",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855167",29,8,9,8,3,3,4,15,15,15,15,11,11,11
"R-HSA-1855170",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-1855183",32,14,14,12,8,10,4,14,14,14,13,11,13,5
"R-HSA-1855184",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855191",18,4,4,3,2,1,1,10,10,10,10,9,4,5
"R-HSA-1855192",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1855196",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855204",39,24,24,19,8,7,3,12,11,11,11,6,5,3
"R-HSA-1855215",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855229",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855231",9,1,1,1,0,1,0,3,3,3,3,0,3,0
"R-HSA-186712",67,9,13,12,5,4,1,26,7,6,7,3,1,1
"R-HSA-186763",37,19,19,16,6,8,2,16,16,16,16,9,10,3
"R-HSA-186797",70,36,38,32,13,11,3,31,30,30,30,20,20,6
"R-HSA-187015",10,5,5,5,1,0,0,8,8,8,8,2,0,0
"R-HSA-187024",8,4,4,4,1,0,0,4,4,4,4,2,0,0
"R-HSA-187037",143,71,70,66,27,32,11,102,89,89,87,72,73,27
"R-HSA-187042",5,2,2,2,0,0,0,4,4,4,4,0,0,0
"R-HSA-187577",62,52,52,50,37,41,34,7,7,7,7,5,5,7
"R-HSA-187687",42,21,20,19,10,9,5,32,31,31,29,19,21,15
"R-HSA-187706",8,1,1,1,0,0,0,3,3,3,3,0,0,0
"R-HSA-189085",28,6,6,6,3,3,0,13,12,12,7,5,4,0
"R-HSA-189200",28,18,19,16,6,4,2,18,17,17,15,6,3,2
"R-HSA-189445",76,22,22,20,4,12,10,42,25,25,21,4,15,12
"R-HSA-189451",46,11,11,11,3,10,9,20,13,13,13,3,12,11
"R-HSA-189483",40,12,12,10,1,3,1,22,12,12,8,1,3,1
"R-HSA-190236",107,57,58,53,30,28,17,142,138,138,140,124,82,25
"R-HSA-190239",19,9,9,7,3,2,0,6,5,5,5,5,1,0
"R-HSA-190241",26,14,14,13,1,0,0,5,5,5,5,2,0,0
"R-HSA-190242",21,10,10,9,2,2,0,7,6,6,7,4,4,0
"R-HSA-190322",17,10,11,8,2,0,0,4,4,4,4,4,0,0
"R-HSA-190370",9,5,5,5,0,0,0,2,2,2,2,0,0,0
"R-HSA-190371",10,4,4,3,1,0,0,2,2,2,2,2,0,0
"R-HSA-190372",18,9,9,7,3,2,0,4,3,3,3,3,1,0
"R-HSA-190373",15,6,6,5,1,1,0,3,2,2,3,2,2,0
"R-HSA-190374",7,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-190375",17,8,8,6,1,0,0,2,2,2,2,2,0,0
"R-HSA-190377",14,8,8,9,0,0,0,3,3,3,3,0,0,0
"R-HSA-190704",3,3,3,3,0,0,0,3,3,3,3,0,0,0
"R-HSA-190827",3,3,3,3,0,0,0,2,2,2,2,0,0,0
"R-HSA-190828",52,36,36,22,9,10,3,20,20,20,20,7,7,7
"R-HSA-190840",22,12,12,10,4,6,2,2,2,2,2,1,1,1
"R-HSA-190861",41,28,28,14,4,6,2,16,16,16,16,3,3,3
"R-HSA-190872",23,13,13,11,4,6,2,3,3,3,3,1,1,1
"R-HSA-190873",12,9,9,9,5,4,1,4,4,4,4,4,4,4
"R-HSA-1912399",10,1,1,0,0,0,0,2,1,1,0,0,0,0
"R-HSA-1912408",89,36,40,26,14,12,4,28,23,23,23,23,22,7
"R-HSA-1912420",23,10,11,9,4,4,1,8,6,7,7,5,5,2
"R-HSA-1912422",114,45,50,35,18,16,5,38,30,31,30,28,27,9
"R-HSA-191273",77,25,25,23,10,11,15,37,34,34,33,14,14,22
"R-HSA-191650",6,2,2,2,1,1,0,4,3,3,3,3,3,0
"R-HSA-191859",67,45,46,42,35,34,3,6,6,6,6,6,6,2
"R-HSA-192105",113,28,28,24,11,9,6,83,61,61,47,30,29,9
"R-HSA-192456",24,6,6,1,1,5,0,8,8,8,3,3,8,0
"R-HSA-192814",14,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192823",114,80,81,72,72,74,71,2,2,2,2,2,2,2
"R-HSA-192869",13,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192905",14,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-193048",27,11,11,11,3,2,1,10,10,10,10,4,2,1
"R-HSA-193144",18,6,6,6,1,3,2,8,8,8,8,3,5,2
"R-HSA-193368",78,18,18,14,7,6,2,39,29,29,23,15,13,3
"R-HSA-193634",11,8,8,7,1,3,1,6,6,6,6,3,6,3
"R-HSA-193639",19,9,8,9,0,4,0,13,12,12,12,0,6,0
"R-HSA-193648",64,49,51,43,13,13,3,7,6,6,5,2,2,1
"R-HSA-193670",6,5,5,4,3,2,1,3,2,2,2,1,1,1
"R-HSA-193681",8,3,3,3,1,1,1,2,2,2,2,2,2,2
"R-HSA-193692",12,8,8,8,5,4,0,5,5,5,5,1,1,0
"R-HSA-193697",12,9,9,8,1,3,1,8,8,8,8,5,8,5
"R-HSA-193704",110,78,79,69,24,29,6,50,47,47,46,13,26,9
"R-HSA-193775",45,12,12,9,4,5,1,28,20,20,16,8,9,2
"R-HSA-193807",36,10,10,7,2,3,1,12,8,8,4,4,5,2
"R-HSA-193993",22,6,6,5,0,0,0,7,6,6,3,0,0,0
"R-HSA-194002",29,10,10,9,0,0,0,9,7,7,7,0,0,0
"R-HSA-194068",125,37,37,33,12,9,6,99,74,74,60,32,30,9
"R-HSA-194138",140,92,93,87,38,38,17,86,81,81,76,51,50,21
"R-HSA-194306",4,4,4,4,0,0,0,2,2,2,2,0,0,0
"R-HSA-194313",8,8,8,7,0,0,0,4,4,4,4,0,0,0
"R-HSA-194315",709,556,574,515,205,233,80,203,197,196,190,149,149,124
"R-HSA-194441",67,45,46,42,35,34,3,6,6,6,6,6,6,2
"R-HSA-195253",91,69,67,64,45,50,36,23,20,20,20,18,19,12
"R-HSA-195258",326,219,224,194,82,91,38,113,109,108,106,83,81,67
"R-HSA-195399",8,8,8,7,0,0,0,3,3,3,3,0,0,0
"R-HSA-195721",332,250,253,226,115,134,58,157,149,149,147,134,137,49
"R-HSA-196025",11,8,8,8,4,3,1,2,2,2,2,2,2,2
"R-HSA-196071",72,35,35,30,9,11,6,42,37,37,32,12,12,7
"R-HSA-196108",27,12,12,8,5,6,3,9,7,7,5,5,5,4
"R-HSA-196299",19,12,12,11,4,5,2,4,4,4,4,4,4,4
"R-HSA-1963640",21,6,8,5,2,2,1,4,4,4,4,4,4,4
"R-HSA-1963642",22,8,10,8,3,2,0,7,7,7,7,7,4,0
"R-HSA-196741",52,19,16,17,9,7,0,27,25,25,21,15,9,0
"R-HSA-196757",47,14,14,14,8,9,9,31,23,23,23,16,18,18
"R-HSA-196780",19,10,10,10,7,6,3,13,10,10,10,7,9,5
"R-HSA-196783",21,8,8,7,3,3,4,7,7,7,7,4,3,5
"R-HSA-196791",23,11,10,10,6,8,2,20,14,13,13,10,10,1
"R-HSA-196807",84,29,30,27,9,12,9,29,27,27,25,9,14,11
"R-HSA-196819",14,5,5,5,3,4,2,5,4,4,4,3,3,2
"R-HSA-196836",26,6,6,5,5,4,1,9,5,5,5,5,4,2
"R-HSA-196843",17,6,6,6,6,3,3,5,5,5,5,5,3,3
"R-HSA-196849",258,106,104,99,58,56,34,143,120,120,113,76,74,54
"R-HSA-196854",382,149,147,135,73,76,40,205,164,164,155,100,102,64
"R-HSA-1971475",31,23,24,22,6,10,0,5,5,5,5,5,5,0
"R-HSA-197264",59,17,18,17,6,6,3,12,11,11,11,6,6,3
"R-HSA-1980143",84,39,49,42,19,27,6,39,33,33,30,21,29,14
"R-HSA-1980145",38,18,22,17,8,11,0,20,18,18,15,6,14,0
"R-HSA-198203",13,7,7,7,2,2,1,5,5,5,5,3,3,1
"R-HSA-198323",16,7,7,7,2,4,2,9,7,7,7,2,4,2
"R-HSA-198693",12,6,6,5,3,3,0,4,4,4,3,3,3,0
"R-HSA-198725",80,31,31,29,9,15,4,48,37,37,37,43,44,8
"R-HSA-198745",5,1,1,1,0,0,0,1,1,1,1,0,0,0
"R-HSA-198753",26,14,14,14,3,5,3,7,6,6,6,6,6,5
"R-HSA-198765",4,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-198933",316,97,102,42,0,2,0,44,42,42,34,0,4,0
"R-HSA-1989781",175,49,54,65,18,26,4,41,41,41,41,41,41,4
"R-HSA-199220",35,14,14,12,6,5,5,12,11,11,10,6,4,6
"R-HSA-199418",137,73,76,62,20,23,6,10,9,9,9,9,9,6
"R-HSA-199920",9,4,4,4,3,3,0,4,4,4,4,4,4,0
"R-HSA-199977",164,135,137,121,85,88,56,39,39,39,39,37,37,34
"R-HSA-199991",668,545,553,466,284,314,144,219,214,213,213,183,189,155
"R-HSA-199992",80,61,64,54,30,32,15,19,19,18,19,14,15,14
"R-HSA-200425",28,11,11,11,5,4,1,9,8,8,8,5,6,1
"R-HSA-201451",30,25,26,24,10,10,1,17,17,17,17,16,15,1
"R-HSA-201556",43,15,16,14,6,5,1,40,29,30,29,5,5,1
"R-HSA-201681",216,155,156,132,76,89,43,71,70,70,68,59,61,20
"R-HSA-201688",12,8,8,8,5,5,4,4,4,4,4,4,4,2
"R-HSA-201722",67,35,34,23,16,15,3,13,13,13,13,13,13,3
"R-HSA-202040",26,23,24,22,6,6,2,6,6,6,6,6,6,6
"R-HSA-202131",41,12,12,10,4,4,1,26,23,23,19,16,14,1
"R-HSA-2022090",67,51,55,46,12,10,0,26,22,22,20,9,9,0
"R-HSA-2022377",27,15,17,13,6,6,1,20,19,19,19,11,11,1
"R-HSA-2022854",37,24,25,22,3,7,0,9,9,9,9,4,8,0
"R-HSA-2022857",22,10,10,10,2,5,0,7,6,6,6,3,5,0
"R-HSA-2022870",25,13,13,13,0,6,0,9,9,9,9,0,9,0
"R-HSA-2022923",13,5,5,5,0,2,0,4,4,4,4,0,4,0
"R-HSA-2022928",40,19,21,19,6,8,0,14,14,14,14,13,13,0
"R-HSA-2023837",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-202403",147,100,100,89,50,55,41,52,48,48,48,33,38,17
"R-HSA-2024096",44,16,20,18,5,10,0,14,10,14,14,7,14,0
"R-HSA-2024101",29,14,14,14,1,6,0,10,10,10,10,2,7,0
"R-HSA-202424",124,82,81,71,42,46,39,24,22,22,22,20,21,16
"R-HSA-202427",45,19,19,12,3,3,0,7,7,7,7,4,4,0
"R-HSA-202430",42,15,15,8,1,0,0,4,4,4,4,3,0,0
"R-HSA-202433",59,21,22,17,4,6,2,17,15,15,15,6,13,1
"R-HSA-2025928",12,8,8,7,4,6,2,3,3,3,3,2,3,2
"R-HSA-202670",15,12,12,12,2,4,3,2,2,2,2,2,2,2
"R-HSA-202733",257,115,118,78,8,15,3,65,59,58,53,13,13,4
"R-HSA-2028269",22,19,19,18,10,9,0,30,30,30,30,24,24,0
"R-HSA-2029480",193,87,95,68,31,34,13,42,41,41,41,33,32,17
"R-HSA-2029481",103,28,34,11,1,0,0,6,6,6,6,1,0,0
"R-HSA-2029482",158,64,72,48,25,26,11,24,23,23,23,22,22,15
"R-HSA-2029485",129,43,49,25,7,8,2,12,12,12,12,10,10,2
"R-HSA-2032785",18,10,12,11,5,4,2,9,9,9,9,6,6,2
"R-HSA-2033514",17,8,8,6,1,0,0,10,10,10,10,2,0,0
"R-HSA-2033515",3,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-2033519",23,12,12,10,1,0,0,10,6,6,6,3,0,0
"R-HSA-203615",37,9,9,7,3,2,1,20,17,17,15,12,10,1
"R-HSA-203641",10,3,3,4,2,1,0,4,4,4,4,4,2,0
"R-HSA-203754",7,1,1,0,0,1,0,2,2,2,0,0,2,0
"R-HSA-203927",31,19,19,19,18,17,12,8,6,6,6,6,6,3
"R-HSA-204005",77,61,62,56,39,38,32,16,16,16,16,16,16,16
"R-HSA-204174",30,15,14,14,8,9,4,4,4,4,4,4,4,2
"R-HSA-2046104",55,12,12,11,6,5,4,25,21,21,19,11,7,6
"R-HSA-2046105",32,8,8,7,4,3,2,10,8,8,7,4,2,2
"R-HSA-2046106",45,12,12,11,6,5,4,15,13,13,12,7,5,4
"R-HSA-204626",12,4,4,3,4,3,3,3,3,3,3,3,3,3
"R-HSA-204998",81,62,64,55,19,21,3,17,16,16,15,4,8,1
"R-HSA-205017",3,2,2,2,0,0,0,2,2,2,2,0,0,0
"R-HSA-205025",6,6,6,5,1,2,0,3,3,3,3,1,2,0
"R-HSA-205043",18,12,12,12,5,6,0,7,7,7,7,1,4,0
"R-HSA-209543",16,8,7,8,0,4,0,9,9,9,9,0,5,0
"R-HSA-209560",15,5,5,5,0,2,0,4,3,3,3,0,1,0
"R-HSA-209563",5,4,4,4,1,1,1,2,2,2,2,2,2,2
"R-HSA-209776",58,18,18,14,5,6,1,21,19,19,14,7,7,1
"R-HSA-209822",10,9,9,7,1,1,0,4,4,4,4,1,1,0
"R-HSA-209905",22,4,4,3,2,3,0,6,4,4,3,2,3,0
"R-HSA-209931",20,5,5,5,2,2,1,4,4,4,4,2,2,1
"R-HSA-209952",13,11,11,9,1,1,0,5,5,5,5,1,1,0
"R-HSA-209968",29,10,10,7,2,2,0,11,11,11,7,3,2,0
"R-HSA-210455",10,4,4,3,2,3,1,3,3,3,2,2,2,1
"R-HSA-210500",32,22,22,20,12,11,0,8,6,6,6,5,5,0
"R-HSA-210744",20,4,9,7,3,4,1,4,1,1,1,1,1,1
"R-HSA-210745",35,4,3,4,2,0,0,12,4,3,4,2,0,0
"R-HSA-210746",9,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-210747",14,1,1,1,0,0,0,6,2,2,2,0,0,0
"R-HSA-210990",14,8,8,7,1,1,0,7,6,6,6,1,1,0
"R-HSA-210991",26,19,19,17,3,6,2,10,7,7,5,3,3,2
"R-HSA-210993",23,14,13,11,3,3,1,14,14,14,14,8,4,2
"R-HSA-211000",120,67,67,55,40,48,15,40,25,25,31,22,21,6
"R-HSA-211163",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-211728",2,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-211733",50,46,46,44,34,38,32,2,2,2,2,1,2,1
"R-HSA-211736",4,2,2,2,2,2,1,4,3,3,3,3,3,3
"R-HSA-211859",550,175,182,132,62,58,21,192,167,170,140,56,54,20
"R-HSA-211897",186,53,56,40,9,10,3,61,60,60,52,8,8,2
"R-HSA-211916",22,6,6,6,2,2,0,5,5,5,5,2,2,0
"R-HSA-211935",29,11,12,4,0,0,0,4,4,4,4,0,0,0
"R-HSA-211945",300,86,90,62,25,22,8,102,95,98,77,26,23,8
"R-HSA-211957",11,1,1,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-211958",27,10,10,5,1,1,0,5,5,5,4,1,1,0
"R-HSA-211976",72,24,24,23,6,7,3,18,18,18,15,4,4,2
"R-HSA-211979",27,9,9,5,0,0,0,6,6,6,5,0,0,0
"R-HSA-211981",73,19,22,11,2,2,0,22,22,22,19,1,1,0
"R-HSA-211994",13,2,2,2,0,0,0,3,3,3,3,0,0,0
"R-HSA-211999",30,7,9,2,0,0,0,6,6,6,6,0,0,0
"R-HSA-212165",139,82,81,69,38,44,34,34,28,27,28,26,26,26
"R-HSA-2122947",57,19,29,25,11,17,6,18,14,14,14,14,14,14
"R-HSA-2122948",32,22,22,19,8,12,0,21,19,19,16,7,15,0
"R-HSA-212300",44,26,25,14,7,6,5,4,4,4,4,4,4,4
"R-HSA-212436",1557,752,786,619,281,407,168,837,664,670,663,480,525,146
"R-HSA-212676",28,21,21,18,10,12,0,5,4,4,4,3,4,0
"R-HSA-212718",11,8,8,6,2,1,0,3,3,3,3,3,2,0
"R-HSA-2129379",37,30,32,29,8,5,0,10,10,10,10,8,3,0
"R-HSA-2132295",149,103,105,87,52,54,22,26,26,26,26,17,17,16
"R-HSA-2142670",23,5,6,5,0,0,0,3,3,3,3,0,0,0
"R-HSA-2142688",24,9,9,7,5,0,0,4,3,3,3,2,0,0
"R-HSA-2142691",52,16,16,10,3,6,1,20,14,14,13,2,3,1
"R-HSA-2142696",9,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-2142700",25,5,5,5,0,1,0,8,5,5,5,0,1,0
"R-HSA-2142712",19,7,7,3,2,0,0,6,6,6,4,2,0,0
"R-HSA-2142753",168,47,48,34,15,14,2,79,50,50,43,14,11,2
"R-HSA-2142770",22,6,6,4,2,0,0,4,3,3,3,1,0,0
"R-HSA-2142789",32,4,4,4,2,4,3,9,4,4,4,3,4,4
"R-HSA-2142816",20,6,7,4,1,1,0,3,3,3,3,2,2,0
"R-HSA-2142845",23,15,17,17,5,3,0,13,11,11,11,7,4,0
"R-HSA-2142850",6,5,5,5,1,0,0,3,3,3,3,1,0,0
"R-HSA-2151201",88,30,33,29,15,23,7,32,28,28,28,9,24,7
"R-HSA-2151209",13,6,6,6,3,2,2,2,2,2,2,1,1,1
"R-HSA-2160456",5,1,1,1,1,1,0,1,1,1,1,1,1,0
"R-HSA-216083",86,67,73,59,8,9,0,55,55,55,55,14,23,0
"R-HSA-2160916",18,10,12,12,4,3,0,10,8,8,8,6,4,0
"R-HSA-2161517",9,5,5,4,2,4,0,3,3,3,3,1,2,0
"R-HSA-2161522",33,8,9,8,6,8,1,10,6,7,7,5,6,1
"R-HSA-2161541",27,3,4,4,4,4,1,7,3,4,4,4,4,1
"R-HSA-2162123",58,13,13,10,3,5,1,33,16,16,12,2,4,1
"R-HSA-2168880",106,26,31,7,0,0,0,12,12,12,10,0,0,0
"R-HSA-2172127",53,28,28,18,4,6,1,33,29,29,20,15,13,11
"R-HSA-217271",16,3,3,2,2,0,0,3,3,3,2,2,0,0
"R-HSA-2173782",168,39,45,19,4,4,0,33,24,26,24,6,6,0
"R-HSA-2173788",28,20,20,17,8,11,2,28,28,28,26,14,25,6
"R-HSA-2173789",50,36,37,32,14,18,4,44,44,44,42,20,37,8
"R-HSA-2173791",19,12,13,13,2,7,2,6,6,6,6,6,6,6
"R-HSA-2173793",64,35,38,35,16,25,7,51,49,49,49,42,46,8
"R-HSA-2173795",38,22,23,21,9,15,3,27,25,25,25,21,23,4
"R-HSA-2173796",44,23,25,23,11,16,5,24,24,24,24,21,23,4
"R-HSA-2179392",13,4,4,1,2,2,1,6,6,6,2,4,4,2
"R-HSA-2187335",20,6,6,6,2,2,1,13,10,10,11,2,4,1
"R-HSA-2187338",169,76,76,68,28,32,10,92,78,78,77,35,40,9
"R-HSA-2197563",16,3,7,5,1,2,0,9,9,9,9,2,9,0
"R-HSA-2206280",7,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-2206281",36,7,9,9,2,7,0,22,15,19,19,5,15,0
"R-HSA-2206282",4,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-2206285",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206290",3,0,0,0,0,0,0,1,0,0,0,0,0,0
