"pathway","Human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","Human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-168276",46,30,30,3,9,28,20,6,4,4,2,4,4,3
"R-HSA-168277",4,1,1,2,1,1,1,2,1,1,2,1,1,1
"R-HSA-168288",17,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-168298",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168302",18,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168303",17,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168305",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168315",3,2,2,0,2,2,1,2,2,2,0,2,2,1
"R-HSA-168316",7,2,2,2,2,2,1,17,1,1,1,1,1,1
"R-HSA-168325",69,38,39,12,20,38,32,6,3,3,3,3,3,3
"R-HSA-168330",15,1,1,1,0,0,0,3,1,1,1,0,0,0
"R-HSA-168333",53,27,27,3,8,26,20,2,2,2,1,2,2,2
"R-HSA-168336",18,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168638",41,26,26,15,9,12,3,18,18,18,16,8,8,5
"R-HSA-168643",72,40,41,28,13,18,7,46,44,44,35,17,17,13
"R-HSA-168799",28,7,6,5,4,2,2,40,24,15,15,12,11,4
"R-HSA-168874",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-168888",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-168898",202,123,123,61,37,41,18,198,179,178,148,58,127,66
"R-HSA-168927",19,10,11,10,3,6,3,3,3,3,3,1,2,1
"R-HSA-168928",105,44,44,28,14,18,11,53,50,50,40,44,33,36
"R-HSA-169131",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-169893",20,13,13,10,5,5,4,19,19,19,19,14,14,8
"R-HSA-169911",55,47,49,42,34,38,34,5,5,5,5,2,2,3
"R-HSA-170145",5,1,1,1,1,0,0,2,1,1,1,1,0,0
"R-HSA-170660",17,10,10,4,5,9,0,4,4,4,4,4,4,0
"R-HSA-170670",19,14,14,7,7,10,0,5,5,5,5,5,5,0
"R-HSA-170822",40,27,26,2,7,24,19,5,5,4,1,5,1,5
"R-HSA-170834",108,71,74,42,36,38,9,100,97,98,81,83,85,35
"R-HSA-170968",17,9,9,8,3,3,4,13,13,13,13,8,8,8
"R-HSA-170984",12,7,7,5,3,3,0,6,6,6,6,6,6,0
"R-HSA-171007",19,6,6,4,5,3,1,5,4,4,2,2,1,1
"R-HSA-171286",4,1,1,1,1,0,1,10,1,1,1,1,0,1
"R-HSA-171306",33,18,17,2,2,2,2,2,2,2,2,2,2,2
"R-HSA-171319",34,21,21,4,5,4,5,10,10,10,8,9,9,10
"R-HSA-173107",13,4,4,2,1,1,0,8,8,8,8,8,8,0
"R-HSA-173599",13,3,3,2,3,3,1,3,3,3,2,3,3,1
"R-HSA-173623",97,27,29,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-173736",6,3,5,3,1,0,0,9,7,8,8,2,0,0
"R-HSA-174048",24,17,18,4,11,14,12,3,3,3,3,3,3,3
"R-HSA-174084",64,56,58,37,41,48,40,2,2,2,2,2,2,2
"R-HSA-174113",55,49,50,43,36,42,34,3,3,3,3,3,3,3
"R-HSA-174143",92,75,78,50,53,62,51,40,39,39,39,34,39,39
"R-HSA-174154",68,59,62,40,44,50,43,3,3,3,3,3,3,3
"R-HSA-174178",74,64,67,43,46,53,46,6,6,6,6,6,6,6
"R-HSA-174184",73,61,65,42,48,53,46,3,3,3,3,3,3,3
"R-HSA-174362",13,5,5,3,4,3,2,4,4,4,4,2,2,1
"R-HSA-174403",27,12,12,6,8,10,5,9,7,7,5,7,7,5
"R-HSA-174411",31,25,25,3,15,14,11,6,6,6,4,6,6,5
"R-HSA-174414",33,16,16,3,9,7,6,7,7,7,4,7,7,7
"R-HSA-174417",49,31,31,6,21,19,15,18,18,18,8,17,17,16
"R-HSA-174430",19,13,13,0,4,4,4,4,4,4,0,3,3,3
"R-HSA-174437",22,15,15,3,8,6,5,4,4,4,4,4,4,4
"R-HSA-174490",17,12,12,10,6,8,5,4,4,4,4,3,3,4
"R-HSA-174495",18,12,12,10,6,8,5,5,4,4,4,3,3,4
"R-HSA-174577",7,6,6,2,1,0,0,4,4,4,2,2,0,0
"R-HSA-174824",102,53,53,25,20,26,14,86,72,71,43,31,35,20
"R-HSA-175474",27,14,14,12,8,9,6,16,6,6,6,5,4,6
"R-HSA-175567",9,2,3,1,1,2,0,3,1,1,1,1,1,0
"R-HSA-176033",47,30,31,6,9,27,19,4,3,3,3,3,3,2
"R-HSA-176034",3,2,2,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-176187",39,32,34,12,26,31,26,9,9,9,6,9,9,9
"R-HSA-176407",22,16,17,2,10,14,12,3,3,3,3,2,3,3
"R-HSA-176408",83,68,71,48,51,58,49,14,13,13,13,9,13,13
"R-HSA-176409",76,64,68,43,48,54,46,13,13,13,13,13,13,13
"R-HSA-176412",20,15,16,2,10,12,11,2,2,2,2,2,2,2
"R-HSA-176417",8,3,3,3,0,2,1,2,2,2,2,0,2,2
"R-HSA-176814",77,64,68,43,48,54,46,15,15,15,15,15,15,15
"R-HSA-176974",12,10,12,5,11,12,11,4,4,4,2,3,4,3
"R-HSA-177128",16,5,5,1,2,0,0,2,2,2,1,1,0,0
"R-HSA-177135",14,3,4,1,2,0,0,2,2,2,1,1,0,0
"R-HSA-177162",10,1,2,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-177243",47,29,29,4,10,28,22,16,14,14,11,14,14,14
"R-HSA-177504",18,13,13,7,5,6,5,3,3,3,3,3,3,3
"R-HSA-177539",9,2,3,1,1,2,0,2,2,2,2,2,2,0
"R-HSA-177929",64,38,40,19,13,14,6,50,46,46,45,45,28,14
"R-HSA-1793185",73,44,45,24,10,17,0,28,26,26,16,7,23,0
"R-HSA-179409",26,19,21,4,14,18,15,3,3,3,3,3,3,3
"R-HSA-179419",74,62,66,42,48,54,46,6,6,6,6,6,6,6
"R-HSA-179812",16,7,8,4,2,1,0,3,3,3,3,3,3,0
"R-HSA-1799339",119,95,94,83,82,81,83,5,5,5,5,5,5,5
"R-HSA-180024",35,21,20,9,7,10,4,12,10,10,6,9,10,6
"R-HSA-180292",23,12,13,8,3,1,0,11,9,9,9,9,1,0
"R-HSA-180336",19,8,9,4,2,2,0,4,4,4,4,4,4,0
"R-HSA-180534",53,47,48,40,35,39,33,5,5,5,3,3,3,3
"R-HSA-180585",56,48,50,42,38,42,35,4,3,3,3,3,3,3
"R-HSA-180689",15,3,4,2,2,3,0,3,3,3,3,3,3,0
"R-HSA-180746",41,28,28,4,9,27,21,7,7,7,5,7,7,7
"R-HSA-180786",67,46,46,10,26,23,20,28,28,28,16,26,26,26
"R-HSA-180897",4,2,2,3,2,1,1,2,1,1,1,1,1,1
"R-HSA-180910",44,28,29,3,7,26,18,2,2,2,2,2,2,1
"R-HSA-1810476",19,9,9,6,1,5,0,4,3,3,3,1,3,0
"R-HSA-181429",23,16,16,4,9,9,2,4,3,3,2,2,3,2
"R-HSA-181430",30,16,16,5,10,10,2,6,5,5,3,3,4,2
"R-HSA-181431",17,14,14,7,7,5,0,6,6,6,6,6,6,0
"R-HSA-181438",136,82,82,42,27,29,14,80,70,70,61,34,61,33
"R-HSA-182218",8,7,7,4,4,4,5,3,3,3,3,3,3,3
"R-HSA-182971",37,22,24,9,8,8,6,22,20,20,20,20,15,14
"R-HSA-1834941",24,12,12,5,4,6,3,19,16,16,12,3,11,1
"R-HSA-1834949",78,45,46,18,14,32,19,50,41,41,31,16,34,8
"R-HSA-1839117",23,8,8,3,3,2,0,14,12,12,7,7,8,0
"R-HSA-1839120",4,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-1839122",15,7,7,6,2,1,0,4,3,3,3,3,1,0
"R-HSA-1839124",39,17,17,10,6,3,0,25,17,17,12,12,9,0
"R-HSA-1839126",43,27,28,23,16,15,15,18,9,9,9,8,1,1
"R-HSA-1839128",3,1,1,1,0,0,0,5,5,5,5,0,0,0
"R-HSA-1839130",17,8,8,7,1,1,0,6,6,6,6,2,4,0
"R-HSA-1852241",337,231,239,71,116,104,45,86,82,82,67,65,66,45
"R-HSA-1855156",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855167",29,9,9,5,4,3,3,15,15,15,12,11,11,11
"R-HSA-1855170",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-1855183",32,14,14,7,8,9,5,14,14,14,10,11,13,5
"R-HSA-1855184",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855191",18,4,4,3,3,1,1,10,10,10,10,9,4,5
"R-HSA-1855192",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-1855196",3,0,0,0,0,0,0,3,0,0,0,0,0,0
"R-HSA-1855204",39,24,24,4,8,7,3,12,11,11,7,6,5,2
"R-HSA-1855215",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855229",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-1855231",9,1,1,1,0,0,0,3,3,3,3,0,0,0
"R-HSA-186712",67,13,13,5,5,5,2,26,7,6,4,3,2,2
"R-HSA-186763",37,17,17,14,7,8,2,16,16,16,16,8,10,2
"R-HSA-186797",70,36,37,17,13,9,3,31,30,30,27,15,13,5
"R-HSA-187015",10,4,5,4,0,0,0,8,8,8,8,0,0,0
"R-HSA-187024",8,3,4,3,0,0,0,4,4,4,4,0,0,0
"R-HSA-187037",143,70,71,47,31,32,14,102,89,89,82,66,69,41
"R-HSA-187042",5,2,2,1,0,0,0,4,4,4,4,0,0,0
"R-HSA-187577",62,51,52,44,37,41,31,7,7,7,7,5,5,5
"R-HSA-187687",42,23,23,15,11,10,5,32,31,31,29,18,19,9
"R-HSA-187706",8,2,2,1,0,0,0,3,3,3,3,0,0,0
"R-HSA-189085",27,5,6,2,3,3,0,13,10,12,3,5,4,0
"R-HSA-189200",28,18,19,12,7,4,2,18,17,17,13,8,3,2
"R-HSA-189445",76,22,22,15,5,13,11,42,25,25,15,6,16,14
"R-HSA-189451",46,11,11,7,4,10,10,20,13,13,9,4,12,12
"R-HSA-189483",40,12,12,8,2,4,2,22,12,12,6,2,4,2
"R-HSA-190236",109,59,60,45,26,27,17,142,138,138,140,130,72,15
"R-HSA-190239",19,9,9,7,2,2,0,6,5,5,5,5,1,0
"R-HSA-190241",26,14,14,11,1,0,0,5,5,5,5,4,0,0
"R-HSA-190242",23,12,12,12,3,2,0,7,6,6,7,7,4,0
"R-HSA-190322",17,11,11,8,2,0,0,4,4,4,4,4,0,0
"R-HSA-190370",11,7,7,7,1,0,0,2,2,2,2,2,0,0
"R-HSA-190371",10,4,4,3,1,0,0,2,2,2,2,2,0,0
"R-HSA-190372",18,9,9,7,2,2,0,4,3,3,3,3,1,0
"R-HSA-190373",17,8,8,8,2,1,0,3,2,2,3,3,2,0
"R-HSA-190374",7,1,1,1,1,1,0,2,2,2,2,2,2,0
"R-HSA-190375",17,8,8,7,1,0,0,2,2,2,2,2,0,0
"R-HSA-190377",14,8,8,6,1,0,0,3,3,3,3,2,0,0
"R-HSA-190704",3,3,3,3,0,0,0,3,3,3,3,0,0,0
"R-HSA-190827",3,3,3,3,0,0,0,2,2,2,2,0,0,0
"R-HSA-190828",52,36,36,14,13,10,4,20,20,20,20,7,7,7
"R-HSA-190840",22,12,12,6,8,5,1,2,2,2,2,1,1,1
"R-HSA-190861",41,28,28,10,8,5,1,16,16,16,16,3,3,3
"R-HSA-190872",23,13,13,7,8,5,1,3,3,3,3,1,1,1
"R-HSA-190873",12,9,9,5,5,5,3,4,4,4,4,4,4,4
"R-HSA-1912399",10,1,1,0,0,0,0,2,1,1,0,0,0,0
"R-HSA-1912408",88,38,38,10,14,13,5,28,23,23,9,23,22,7
"R-HSA-1912420",23,10,11,5,4,3,1,8,6,7,5,5,3,2
"R-HSA-1912422",113,47,48,15,18,16,6,38,30,31,14,28,25,9
"R-HSA-191273",77,25,24,20,11,11,16,37,34,34,28,16,14,23
"R-HSA-191650",6,2,2,1,1,1,0,4,3,3,3,3,3,0
"R-HSA-191859",67,46,46,9,22,34,20,6,6,6,6,6,6,2
"R-HSA-192105",113,28,28,10,11,8,8,83,61,61,21,30,22,19
"R-HSA-192456",24,6,6,1,1,4,1,8,8,8,3,3,7,1
"R-HSA-192814",14,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192823",114,81,80,71,73,72,74,2,2,2,2,2,2,2
"R-HSA-192869",13,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-192905",14,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-193048",27,10,11,10,3,2,1,10,10,10,10,4,2,1
"R-HSA-193144",18,6,6,3,1,3,1,8,8,8,5,3,5,1
"R-HSA-193368",78,18,18,7,7,5,4,39,29,29,8,15,12,7
"R-HSA-193634",11,8,8,5,1,1,0,6,6,6,6,3,3,0
"R-HSA-193639",19,9,8,8,1,4,1,13,12,12,12,2,6,2
"R-HSA-193648",64,52,53,14,15,13,2,7,6,6,6,3,1,1
"R-HSA-193670",6,5,5,3,2,2,2,3,2,2,2,1,1,1
"R-HSA-193681",8,3,3,3,1,1,1,2,2,2,2,2,2,2
"R-HSA-193692",12,7,8,6,4,4,0,5,5,5,5,1,1,0
"R-HSA-193697",12,9,9,6,1,1,0,8,8,8,8,5,5,0
"R-HSA-193704",110,80,81,33,25,27,7,50,47,47,47,20,22,10
"R-HSA-193775",45,12,12,6,4,3,3,28,20,20,7,8,6,6
"R-HSA-193807",36,10,10,4,2,1,2,12,8,8,3,4,2,4
"R-HSA-193993",22,5,6,3,0,0,0,7,6,6,2,0,0,0
"R-HSA-194002",29,9,10,5,0,2,0,9,7,7,5,0,2,0
"R-HSA-194068",125,37,37,15,12,9,8,99,74,74,30,33,24,20
"R-HSA-194138",140,91,93,54,40,42,17,86,81,81,61,48,43,21
"R-HSA-194306",4,4,4,2,0,0,0,2,2,2,1,0,0,0
"R-HSA-194313",8,8,8,5,0,0,0,4,4,4,4,0,0,0
"R-HSA-194315",708,558,573,213,217,226,90,203,195,197,175,159,155,128
"R-HSA-194441",67,46,46,9,22,34,20,6,6,6,6,6,6,2
"R-HSA-195253",91,67,67,51,44,49,36,23,20,20,19,18,19,12
"R-HSA-195258",325,220,224,80,88,90,42,113,109,109,95,87,89,67
"R-HSA-195399",8,8,8,5,0,0,0,3,3,3,3,0,0,0
"R-HSA-195721",331,247,253,150,114,133,59,157,149,149,127,134,134,56
"R-HSA-196025",11,8,8,5,4,4,3,2,2,2,2,2,2,2
"R-HSA-196071",77,34,35,22,9,13,4,43,37,37,26,12,14,5
"R-HSA-196108",27,12,12,7,5,6,2,9,7,7,5,5,5,3
"R-HSA-196299",19,12,12,5,4,4,2,4,4,4,4,4,4,4
"R-HSA-1963640",21,8,8,3,2,2,0,4,4,4,4,4,4,0
"R-HSA-1963642",22,10,10,5,3,2,0,7,7,7,6,7,4,0
"R-HSA-196741",52,18,17,6,8,4,0,27,23,25,8,13,8,0
"R-HSA-196757",47,14,14,12,8,9,7,31,23,23,22,16,18,15
"R-HSA-196780",19,11,11,6,8,6,4,13,10,10,7,7,9,5
"R-HSA-196783",21,7,7,4,4,4,4,7,7,7,5,5,4,5
"R-HSA-196791",23,11,10,6,5,4,2,20,14,13,6,9,8,1
"R-HSA-196807",84,28,30,18,10,12,9,29,25,27,18,11,14,9
"R-HSA-196819",14,4,5,2,4,3,2,5,3,4,2,3,3,2
"R-HSA-196836",26,6,6,4,6,4,1,9,5,5,4,5,4,2
"R-HSA-196843",18,6,6,4,6,3,3,5,5,5,4,5,3,3
"R-HSA-196849",261,106,108,62,64,54,35,147,118,123,81,79,75,51
"R-HSA-196854",385,149,152,82,77,73,41,209,162,167,112,96,100,61
"R-HSA-1971475",31,23,24,15,9,9,0,5,5,5,5,5,5,0
"R-HSA-197264",59,17,18,12,6,6,4,12,11,11,9,6,6,4
"R-HSA-1980143",84,44,49,25,20,27,9,39,33,33,28,23,27,19
"R-HSA-1980145",38,20,22,10,8,10,1,20,18,18,7,6,13,2
"R-HSA-198203",13,8,8,6,2,2,0,5,5,5,5,3,3,0
"R-HSA-198323",16,6,6,3,2,5,1,9,6,6,3,2,5,1
"R-HSA-198693",12,6,6,5,3,2,0,4,4,4,3,3,2,0
"R-HSA-198725",80,30,30,20,14,14,6,48,37,37,33,41,42,28
"R-HSA-198745",5,2,2,1,0,0,0,1,1,1,1,0,0,0
"R-HSA-198753",26,14,14,9,5,4,4,7,6,6,5,4,4,5
"R-HSA-198765",4,1,1,0,1,0,1,2,1,1,0,1,0,1
"R-HSA-198933",249,96,99,20,1,1,0,44,42,42,27,1,1,0
"R-HSA-1989781",175,52,55,23,18,23,5,41,41,41,41,41,41,41
"R-HSA-199220",40,16,16,9,9,7,7,16,14,14,9,9,6,8
"R-HSA-199418",137,74,77,45,19,21,5,10,9,9,8,8,9,5
"R-HSA-199920",9,4,4,2,3,3,0,4,4,4,3,4,4,0
"R-HSA-199977",164,134,137,68,87,87,58,39,39,39,36,37,37,36
"R-HSA-199991",668,547,552,220,291,315,145,219,214,213,194,182,188,157
"R-HSA-199992",80,65,64,27,30,33,10,19,19,18,18,15,15,14
"R-HSA-200425",28,10,10,7,6,5,1,9,8,8,7,4,7,1
"R-HSA-201451",33,28,29,20,8,10,1,17,17,17,17,13,15,1
"R-HSA-201556",46,18,19,12,4,5,2,42,32,32,30,4,5,1
"R-HSA-201681",215,153,156,101,76,86,47,71,70,70,63,62,61,30
"R-HSA-201688",12,8,8,3,4,4,3,4,4,4,2,4,4,2
"R-HSA-201722",66,33,34,16,14,16,8,13,13,13,13,13,13,4
"R-HSA-202040",26,21,24,14,5,10,2,6,6,6,6,6,6,6
"R-HSA-202131",40,11,11,8,3,3,1,26,23,23,18,11,4,1
"R-HSA-2022090",67,52,55,19,13,12,0,26,22,22,17,12,11,0
"R-HSA-2022377",26,16,16,7,11,11,0,20,19,19,17,18,19,0
"R-HSA-2022854",37,22,25,14,0,6,0,9,9,9,8,0,8,0
"R-HSA-2022857",24,9,10,3,2,2,0,7,4,4,2,1,3,0
"R-HSA-2022870",25,13,13,5,0,6,0,9,9,9,5,0,9,0
"R-HSA-2022923",13,5,5,2,0,2,0,4,4,4,2,0,4,0
"R-HSA-2022928",39,21,21,13,6,8,0,14,14,14,13,13,13,0
"R-HSA-2023837",5,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-202403",135,98,98,64,47,55,37,52,48,48,45,31,41,17
"R-HSA-2024096",46,22,22,9,8,12,0,14,14,14,4,7,14,0
"R-HSA-2024101",29,12,12,7,1,3,0,10,8,8,4,2,5,0
"R-HSA-202424",112,80,79,55,41,46,36,24,22,22,20,20,21,16
"R-HSA-202427",33,20,18,6,2,2,0,7,7,7,7,4,4,0
"R-HSA-202430",30,16,14,3,1,0,0,4,4,4,4,3,0,0
"R-HSA-202433",47,22,21,7,3,7,1,17,15,15,14,4,16,1
"R-HSA-2025928",12,8,8,2,4,6,1,3,3,3,2,3,3,2
"R-HSA-202670",15,12,12,9,4,3,4,2,2,2,2,2,2,2
"R-HSA-202733",257,118,123,42,16,25,1,65,61,61,42,18,18,1
"R-HSA-2028269",22,19,19,12,8,7,1,30,30,30,30,23,21,1
"R-HSA-2029480",193,88,92,30,30,33,15,42,41,41,27,32,35,19
"R-HSA-2029481",103,28,30,2,1,1,0,6,6,6,1,1,1,0
"R-HSA-2029482",158,65,69,21,25,25,13,24,23,23,20,22,23,17
"R-HSA-2029485",129,43,45,7,6,9,2,12,12,12,6,9,11,2
"R-HSA-2032785",18,11,12,5,4,4,2,9,9,9,9,6,5,2
"R-HSA-2033514",17,8,8,7,1,1,0,10,10,10,10,2,8,0
"R-HSA-2033515",3,1,1,1,0,1,0,2,2,2,2,0,2,0
"R-HSA-2033519",23,12,12,11,1,0,0,10,6,6,6,6,0,0
"R-HSA-203615",36,8,8,5,3,2,1,20,17,17,14,7,2,1
"R-HSA-203641",10,3,3,4,1,0,0,4,4,4,4,4,0,0
"R-HSA-203754",7,1,1,0,0,1,0,2,2,2,0,0,2,0
"R-HSA-203927",31,17,18,10,17,16,12,8,6,6,6,6,6,3
"R-HSA-204005",77,59,62,35,37,38,34,16,16,16,15,16,16,16
"R-HSA-204174",30,14,15,4,9,9,4,4,4,4,4,4,4,2
"R-HSA-2046104",55,12,12,9,6,7,4,25,21,21,15,13,11,6
"R-HSA-2046105",32,8,8,6,4,5,2,10,8,8,6,5,4,2
"R-HSA-2046106",45,12,12,9,6,7,4,15,13,13,9,8,7,4
"R-HSA-204626",12,4,4,3,4,3,4,3,3,3,3,3,3,3
"R-HSA-204998",81,64,66,23,21,21,4,17,16,16,16,9,7,5
"R-HSA-205017",3,2,2,2,0,0,0,2,2,2,2,0,0,0
"R-HSA-205025",6,6,6,4,1,2,1,3,3,3,3,1,2,1
"R-HSA-205043",18,11,12,10,6,6,1,7,7,7,7,5,4,3
"R-HSA-209543",16,8,7,8,1,4,1,9,9,9,9,1,5,1
"R-HSA-209560",15,5,5,4,1,2,1,4,3,3,3,1,1,1
"R-HSA-209563",5,4,4,4,1,1,0,2,2,2,2,2,2,0
"R-HSA-209776",58,18,18,9,5,7,2,21,19,19,12,7,9,2
"R-HSA-209822",10,9,9,4,0,1,0,4,4,4,4,0,1,0
"R-HSA-209905",22,4,4,3,2,3,0,6,4,4,3,2,3,0
"R-HSA-209931",20,5,5,4,2,2,1,4,4,4,4,2,2,1
"R-HSA-209952",13,11,11,6,0,1,0,5,5,5,5,0,1,0
"R-HSA-209968",29,10,10,3,2,3,1,11,11,11,5,3,4,1
"R-HSA-210455",10,4,4,3,2,4,2,3,3,3,2,2,3,2
"R-HSA-210500",32,22,22,12,14,11,2,8,6,6,6,5,5,2
"R-HSA-210744",20,8,9,3,3,4,1,4,1,1,1,1,1,1
"R-HSA-210745",35,4,3,1,2,1,1,12,4,3,1,2,1,1
"R-HSA-210746",9,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-210747",14,1,1,1,0,0,0,6,2,2,2,0,0,0
"R-HSA-210990",14,7,7,4,1,1,0,7,6,6,2,1,1,0
"R-HSA-210991",26,24,24,10,8,16,1,10,10,10,6,10,10,1
"R-HSA-210993",23,13,13,8,2,3,0,14,14,14,14,3,4,0
"R-HSA-211000",119,64,64,19,26,48,33,40,25,25,21,22,21,6
"R-HSA-211163",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-211728",2,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-211733",50,44,46,39,34,38,32,2,2,2,2,2,2,2
"R-HSA-211736",4,2,2,2,1,1,0,4,3,3,3,3,3,0
"R-HSA-211859",547,173,177,95,63,60,21,192,165,169,116,73,70,20
"R-HSA-211897",185,55,54,28,13,9,3,61,59,60,40,25,21,2
"R-HSA-211916",22,6,6,5,1,0,0,5,5,5,4,1,0,0
"R-HSA-211935",29,12,12,3,3,0,0,4,4,4,2,1,0,0
"R-HSA-211945",297,87,88,46,28,22,8,102,94,97,64,43,36,8
"R-HSA-211957",11,1,1,0,0,0,0,2,2,2,0,0,0,0
"R-HSA-211958",27,10,11,2,2,0,0,5,5,5,1,2,0,0
"R-HSA-211976",72,24,24,15,5,7,3,18,18,18,12,4,4,2
"R-HSA-211979",27,10,10,3,0,0,0,6,5,6,2,0,0,0
"R-HSA-211981",72,20,19,9,8,4,0,22,22,22,19,17,17,0
"R-HSA-211994",13,2,2,2,0,0,0,3,3,3,3,0,0,0
"R-HSA-211999",30,8,8,2,6,2,0,6,6,6,6,6,6,0
"R-HSA-212165",178,115,116,35,49,67,42,64,58,57,51,51,56,52
"R-HSA-2122947",57,25,29,14,13,18,9,18,14,14,14,14,14,14
"R-HSA-2122948",32,21,22,13,8,11,1,21,19,19,14,9,13,5
"R-HSA-212300",43,24,23,11,6,9,6,4,4,4,4,4,4,4
"R-HSA-212436",1586,755,784,335,304,424,186,884,699,706,452,535,563,186
"R-HSA-212676",28,21,21,5,12,12,2,5,4,4,3,3,4,2
"R-HSA-212718",11,7,8,4,1,1,0,3,3,3,3,3,2,0
"R-HSA-2129379",37,31,32,15,6,5,0,10,10,10,8,8,4,0
"R-HSA-2132295",137,108,106,45,54,51,20,26,26,26,26,17,17,13
"R-HSA-2142670",23,6,6,4,2,1,0,3,3,3,3,2,1,0
"R-HSA-2142688",24,9,9,2,4,0,0,4,3,3,2,2,0,0
"R-HSA-2142691",52,16,16,2,1,4,1,20,14,14,7,1,3,1
"R-HSA-2142696",9,1,1,1,0,0,0,2,1,1,1,0,0,0
"R-HSA-2142700",25,5,5,3,0,1,0,8,5,5,5,0,1,0
"R-HSA-2142712",19,7,7,1,1,0,0,6,6,6,2,2,0,0
"R-HSA-2142753",168,48,48,19,12,11,2,79,50,50,30,13,10,2
"R-HSA-2142770",22,6,6,2,1,0,0,4,3,3,2,1,0,0
"R-HSA-2142789",32,4,4,4,2,4,3,9,4,4,4,3,4,4
"R-HSA-2142816",20,7,7,2,1,1,0,3,3,3,3,1,1,0
"R-HSA-2142845",23,12,15,3,4,1,0,13,9,9,4,5,2,0
"R-HSA-2142850",6,5,5,1,1,0,0,3,3,3,1,1,0,0
"R-HSA-2151201",88,32,35,17,15,22,12,32,28,28,24,11,24,11
"R-HSA-2151209",13,6,6,3,5,2,2,2,2,2,2,2,1,1
"R-HSA-2160456",5,1,1,1,1,1,0,1,1,1,1,1,1,0
"R-HSA-216083",86,71,75,23,11,11,0,55,55,55,52,17,16,0
"R-HSA-2160916",18,7,10,2,3,1,0,10,6,6,3,4,2,0
"R-HSA-2161517",9,5,5,2,4,4,1,3,3,3,1,2,2,1
"R-HSA-2161522",32,7,8,4,7,7,1,10,5,6,3,5,5,1
"R-HSA-2161541",26,2,3,2,3,3,0,7,2,3,2,3,3,0
"R-HSA-2162123",58,13,13,9,3,5,1,33,16,16,10,2,4,1
"R-HSA-2168880",106,25,28,2,0,0,0,12,12,12,8,0,0,0
"R-HSA-2172127",52,29,30,11,3,8,0,33,29,30,21,15,15,0
"R-HSA-217271",15,3,3,2,1,0,0,3,3,3,2,1,0,0
"R-HSA-2173782",168,39,44,8,4,4,1,33,26,28,16,6,6,2
"R-HSA-2173788",28,20,20,13,10,11,3,28,28,28,25,20,25,13
"R-HSA-2173789",51,38,38,23,17,16,5,44,44,44,39,33,36,15
"R-HSA-2173791",19,12,13,13,7,7,2,6,6,6,6,6,6,4
"R-HSA-2173793",64,35,37,18,20,24,7,51,48,49,36,45,44,16
"R-HSA-2173795",38,21,23,11,11,14,4,27,24,25,17,22,22,10
"R-HSA-2173796",44,24,24,12,13,15,5,24,24,24,19,23,22,6
"R-HSA-2179392",13,4,4,2,2,2,0,6,6,6,4,4,4,0
"R-HSA-2187335",20,6,6,5,2,2,1,13,10,10,9,3,4,1
"R-HSA-2187338",169,72,77,38,26,22,10,92,76,78,54,28,31,9
"R-HSA-2197563",16,6,7,1,1,2,0,9,9,9,2,2,9,0
"R-HSA-2206280",7,1,1,1,0,0,0,2,2,2,2,0,0,0
"R-HSA-2206281",36,9,9,3,3,7,0,22,19,19,5,7,15,0
"R-HSA-2206282",4,1,1,0,1,1,0,2,2,2,0,2,2,0
"R-HSA-2206285",6,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-2206290",3,0,0,0,0,0,0,1,0,0,0,0,0,0
