"interpro_id","family_names","hierarchy_level","family_branch"
"IPR000760","Inositol monophosphatase-like",1,193
"IPR006239","3(2),5 -bisphosphate nucleotidase HAL2",2,193
"IPR006240","3'(2'),5'-bisphosphate nucleotidase CysQ",2,193
"IPR011809","Histidinol-phosphate phosphatase, putative, inositol monophosphatase",2,193
"IPR033942","Inositol monophosphatase",2,193
"IPR020552","Inositol monophosphatase, lithium-sensitive",3,193
"IPR022337","Inositol monophosphatase SuhB-like",3,193
"IPR000764","Uridine kinase-like",1,194
"IPR026008","Uridine kinase",2,194
"IPR029920","Uridine-cytidine kinase 1",2,194
"IPR029925","Uridine-cytidine kinase 2",2,194
"IPR029933","Uridine-cytidine kinase-like 1",2,194
"IPR000771","Fructose-bisphosphate aldolase, class-II",1,195
"IPR006411","Fructose-bisphosphate aldolase, class II, yeast/E. coli subtype",2,195
"IPR011288","D-tagatose-bisphosphate aldolase, class II, subunit KbaY/GatY",2,195
"IPR023788","D-tagatose-bisphosphate aldolase, class II, subunit KbaY",3,195
"IPR000778","Cytochrome b245, heavy chain",1,196
"IPR029650","NADPH oxidase 1",2,196
"IPR029653","NADPH oxidase 3",2,196
"IPR029654","Respiratory burst oxidase homologue protein B",2,196
"IPR000788","Ribonucleotide reductase large subunit, C-terminal",1,197
"IPR013346","Ribonucleotide reductase, class I , alpha subunit",2,197
"IPR000791","Acetate transporter GPR1/FUN34/SatP family",1,198
"IPR030186","Protein AlcS/PatA",2,198
"IPR000794","Beta-ketoacyl synthase",1,199
"IPR017568","3-oxoacyl-[acyl-carrier-protein] synthase 2",2,199
"IPR000795","Translational (tr)-type GTP-binding domain",1,200
"IPR035531","GTP binding protein 1-like, GTP-binding domain",2,200
"IPR041709","Elongation factor Tu (EF-Tu), GTP-binding domain",2,200
"IPR041732","Peptide chain release factor 3, GTP-binding domain",2,200
"IPR041757","Sulfate adenylyltransferase subunit CysN, GTP-binding domain",2,200
"IPR044121","Snu114, GTP-binding domain",2,200
"IPR044128","Initiation factor eIF2 gamma, GTP-binding domain",2,200
"IPR000798","Ezrin/radixin/moesin-like",1,201
"IPR011174","Ezrin/radixin/moesin",2,201
"IPR030546","Band 4.1-like protein 2",2,201
"IPR030691","Band 4.1-like protein 3",2,201
"IPR030694","Band 4.1-like protein 5",2,201
"IPR030698","Band 4.1-like protein 4B",2,201
"IPR000799","Steroidogenic acute regulatory protein-like",1,202
"IPR029866","Steroidogenic acute regulatory protein",2,202
"IPR000801","Esterase-like",1,203
"IPR014186","S-formylglutathione hydrolase",2,203
"IPR000805","Glycoside hydrolase family 26",1,204
"IPR016714","Mannan endo-1,4-beta-mannosidase B/E",2,204
"IPR000807","Imidazoleglycerol-phosphate dehydratase",1,205
"IPR020566","Histidine biosynthesis bifunctional protein HisB",2,205
"IPR000811","Glycosyl transferase, family 35",1,206
"IPR011833","Glycogen/starch/alpha-glucan phosphorylase",2,206
"IPR011834","Alpha-glucan phosphorylase",2,206
"IPR000812","Transcription factor TFIIB",1,207
"IPR023484","Transcription initiation factor TFIIB, archaea",2,207
"IPR029529","Transcription factor IIIB subunit Brf1",2,207
"IPR000814","TATA-box binding protein",1,208
"IPR015445","TATA-Box binding protein-like",2,208
"IPR033710","TATA-box binding protein, eukaryotic",2,208
"IPR033711","TATA-box binding protein, archaea",2,208
"IPR000816","Peptidase C15, pyroglutamyl peptidase I",1,209
"IPR029761","Pyroglutamyl peptidase I, metazoa",2,209
"IPR029762","Pyroglutamyl peptidase I, bacterial-type",2,209
"IPR000825","SUF system FeS cluster assembly, SufBD",1,210
"IPR010231","SUF system FeS cluster assembly, SufB",2,210
"IPR011542","SUF system FeS cluster assembly, SufD",2,210
"IPR000826","Formyl peptide receptor-related",1,211
"IPR002234","Anaphylatoxin chemotactic receptor family",2,211
"IPR001274","C5a1/C5a2 anaphylatoxin chemotactic receptor",3,211
"IPR027809","C5a anaphylatoxin chemotactic receptor 2",4,211
"IPR001644","C3a anaphylatoxin chemotactic receptor",3,211
"IPR002258","Chemerin-like receptor 1",2,211
"IPR027345","Formyl peptide receptor 1/2",2,211
"IPR027347","Formyl peptide receptor 3",2,211
"IPR000829","DAGK family",1,212
"IPR033717","Undecaprenol kinase",2,212
"IPR033718","Diacylglycerol kinase, prokaryotic",2,212
"IPR000831","Trp repressor",1,213
"IPR013335","Trp repressor, bacterial",2,213
"IPR013368","TrpR homologue YerC/YecD",2,213
"IPR000832","GPCR, family 2, secretin-like",1,214
"IPR001740","GPCR family 2, EMR1-like receptor",2,214
"IPR001749","GPCR, family 2, gastric inhibitory polypeptide receptor",2,214
"IPR002001","GPCR, family 2, diuretic hormone receptor",2,214
"IPR002144","GPCR, family 2, secretin receptor",2,214
"IPR002170","GPCR, family 2, parathyroid hormone receptor",2,214
"IPR002285","GPCR, family 2, pituitary adenylate cyclase activating polypeptide type 1 receptor",2,214
"IPR003051","GPCR, family 2, corticotropin releasing factor receptor",2,214
"IPR003052","GPCR, family 2, corticotropin releasing factor receptor, type 1",3,214
"IPR003053","GPCR, family 2, corticotropin releasing factor receptor, type 2",3,214
"IPR003056","GPCR, family 2, ADGRE2/ADGRE5",2,214
"IPR003287","GPCR, family 2, calcitonin receptor family",2,214
"IPR001688","GPCR, family 2, calcitonin receptor",3,214
"IPR003289","GPCR, family 2, calcitonin gene-related peptide, type 1 receptor",3,214
"IPR003290","GPCR, family 2, glucagon-like peptide-1/glucagon receptor",2,214
"IPR003291","GPCR, family 2, glucagon receptor",3,214
"IPR003292","GPCR, family 2, glucagon-like peptide-1 receptor",3,214
"IPR003910","GPCR, family 2, orphan receptor, GPR1/GPR3/GPR5",2,214
"IPR003924","GPCR, family 2, latrophilin",2,214
"IPR015630","Latrophilin-3",3,214
"IPR031234","Latrophilin-1",3,214
"IPR031240","Latrophilin-2",3,214
"IPR008077","GPCR, family 2, brain-specific angiogenesis inhibitor",2,214
"IPR008078","GPCR family 2, Ig-hepta-like receptor",2,214
"IPR039125","GPCR family 2, glucagon-like peptide 2 receptor",2,214
"IPR000834","Peptidase M14, carboxypeptidase A",1,215
"IPR033810","Carboxypeptidase T",2,215
"IPR033842","Carboxypeptidase M, N-terminal domain",2,215
"IPR033843","Carboxypeptidase A6",2,215
"IPR033849","Carboxypeptidase B2",2,215
"IPR033850","Carboxypeptidase O",2,215
"IPR034224","Carboxypeptidase D,  carboxypeptidase-like domain 2",2,215
"IPR034232","Carboxypeptidase E, carboxypeptidase domain",2,215
"IPR034248","Carboxypeptidase A, carboxypeptidase domain",2,215
"IPR034253","Carboxypeptidase B, carboxypeptidase domain",2,215
"IPR034269","At5g42320-like, carboxypeptidase domain",2,215
"IPR034274","ENP1, carboxypeptidase domain",2,215
"IPR000836","Phosphoribosyltransferase domain",1,216
"IPR004467","Orotate phosphoribosyl transferase domain",2,216
"IPR041688","Orotate phosphoribosyltransferase-like",2,216
"IPR000837","AP-1 transcription factor",1,217
"IPR029812","cAMP-dependent transcription factor ATF-3",2,217
"IPR029813","Protein FosB",2,217
"IPR029814","Fos-related antigen 2",2,217
"IPR029815","Fos-related antigen 1",2,217
"IPR029816","c-Fos/v-Fos",2,217
"IPR029818","Basic leucine zipper transcriptional factor ATF-like 3",2,217
"IPR029819","Jun dimerization protein 2",2,217
"IPR029820","Basic leucine zipper transcriptional factor ATF-like",2,217
"IPR029857","Basic leucine zipper transcriptional factor ATF-like 2",2,217
"IPR000847","Transcription regulator HTH, LysR",1,218
"IPR003725","Molybdenum-binding protein ModE, N-terminal",2,218
"IPR000849","Sugar phosphate transporter",1,219
"IPR005267","Glycerol-3-phosphate transporter",2,219
"IPR044740","Glucose-6-phosphate exchanger SLC37A1/ SLC37A2",2,219
"IPR000850","Adenylate kinase/UMP-CMP kinase",1,220
"IPR006259","Adenylate kinase subfamily",2,220
"IPR028586","Adenylate kinase 3/4, mitochondrial",3,220
"IPR028585","Adenylate kinase 4, mitochondrial",4,220
"IPR028587","Adenylate kinase 2",3,220
"IPR006266","UMP-CMP kinase",2,220
"IPR006267","Adenylate kinase, isozyme 1/5",2,220
"IPR028582","Adenylate kinase isoenzyme 1",3,220
"IPR026867","Adenylate kinase 7",2,220
"IPR000851","Ribosomal protein S5",1,221
"IPR005711","Ribosomal protein S5, eukaryotic/archaeal",2,221
"IPR005712","Ribosomal protein S5, bacterial-type",2,221
"IPR000873","AMP-dependent synthetase/ligase",1,222
"IPR010071","Amino acid adenylation domain",2,222
"IPR037337","Dip2-like domain",2,222
"IPR000874","Bombesin/neuromedin-B/ranatensin peptide family",1,223
"IPR015674","Gastrin releasing peptide",2,223
"IPR000875","Cecropin",1,224
"IPR020400","Cecropin, insect",2,224
"IPR000877","Proteinase inhibitor I12, Bowman-Birk",1,225
"IPR022713","Proteinase inhibitor I67, bromein",2,225
"IPR000878","Tetrapyrrole methylase",1,226
"IPR006362","Cobalamin (vitamin B12) biosynthesis CobM/CbiF, precorrin-4 C11-methyltransferase",2,226
"IPR006363","Precorrin-3B C17-methyltransferase domain",2,226
"IPR006364","Precorrin-2 C(20)-methyltransferase domain",2,226
"IPR006366","Uroporphyrin-III C-methyltransferase",2,226
"IPR012818","Precorrin-6Y methyltransferase",2,226
"IPR035013","YabN, N-terminal",2,226
"IPR000883","Cytochrome c oxidase subunit I",1,227
"IPR004677","Cytochrome c oxidase cbb3-type, subunit I",2,227
"IPR014207","Cytochrome o ubiquinol oxidase, subunit I",2,227
"IPR014233","Quinol oxidase subunit I",2,227
"IPR014241","Cytochrome c oxidase, subunit I bacterial type",2,227
"IPR033943","Ba3-like heme-copper oxidase subunit I",2,227
"IPR000889","Glutathione peroxidase",1,228
"IPR013376","Glutathione peroxidase Gpx7, putative",2,228
"IPR033674","Thioredoxin/glutathione peroxidase BtuE",2,228
"IPR000890","Aliphatic acid kinase, short-chain",1,229
"IPR004372","Acetate/propionate kinase",2,229
"IPR024896","Propionate kinase PduW",3,229
"IPR024917","Propionate kinase",3,229
"IPR011245","Butyrate kinase",2,229
"IPR000891","Pyruvate carboxyltransferase",1,230
"IPR011830","Isopropylmalate/citramalate/homocitrate synthase",2,230
"IPR035685","4-hydroxy-2-oxovalerate aldolase, N-terminal catalytic TIM barrel domain",2,230
"IPR039371","LeuA, N-terminal catalytic TIM barrel domain",2,230
"IPR000895","Transthyretin/hydroxyisourate hydrolase",1,231
"IPR014306","Hydroxyisourate hydrolase",2,231
"IPR030178","Transthyretin",2,231
"IPR000907","Lipoxygenase",1,232
"IPR001246","Lipoxygenase, plant",2,232
"IPR001885","Lipoxygenase, mammalian",2,232
"IPR000911","Ribosomal protein L11/L12",1,233
"IPR006519","Ribosomal protein L11, bacterial-type",2,233
"IPR000920","Myelin P0 protein-related",1,234
"IPR029861","V-set and immunoglobulin domain-containing protein 1",2,234
"IPR029862","Myelin protein zero-like protein 3",2,234
"IPR029863","Myelin protein zero-like protein 2",2,234
"IPR029869","Myelin protein P0",2,234
"IPR029870","Myelin protein zero-like protein 1",2,234
"IPR029871","Junctional adhesion molecule-like",2,234
"IPR029873","Sodium channel subunit beta-2",2,234
"IPR044572","Sodium channel subunit beta-4",2,234
"IPR000923","Blue (type 1) copper domain",1,235
"IPR017533","Halocyanin,  copper-binding domain",2,235
"IPR000924","Glutamyl/glutaminyl-tRNA synthetase",1,236
"IPR004514","Glutamine-tRNA synthetase",2,236
"IPR022861","Glutamine-tRNA ligase, bacterial",3,236
"IPR004526","Glutamyl-tRNA synthetase, archaeal/eukaryotic cytosolic",2,236
"IPR004527","Glutamate-tRNA ligase, bacterial/mitochondrial",2,236
"IPR022380","Glutamyl-Q tRNA(Asp) synthetase",2,236
"IPR000929","Dopamine receptor family",1,237
"IPR000497","Dopamine D5 receptor",2,237
"IPR001413","Dopamine D1 receptor",2,237
"IPR001620","Dopamine D3 receptor",2,237
"IPR001922","Dopamine D2 receptor",2,237
"IPR002185","Dopamine D4 receptor",2,237
"IPR000932","Photosystem antenna protein-like",1,238
"IPR005869","Photosystem II CP43 reaction centre protein",2,238
"IPR017486","Photosystem II CP47 reaction centre protein",2,238
"IPR000933","Glycoside hydrolase, family 29",1,239
"IPR016286","Alpha-L-fucosidase, metazoa-type",2,239
"IPR028755","Tissue alpha-L-fucosidase",3,239
"IPR000943","RNA polymerase sigma-70",1,240
"IPR012760","RNA polymerase sigma factor RpoD, C-terminal",2,240
"IPR000944","Transcription regulator Rrf2",1,241
"IPR010242","Transcription factor HTH,  IscR",2,241
"IPR014290","SUF system FeS cluster assembly regulator",2,241
"IPR023761","Transcriptional repressor HTH, NsrR",2,241
"IPR000945","Dopamine beta-hydroxylase-like",1,242
"IPR028460","Tyramine beta-hydroxylase/Dopamine beta-hydroxylase",2,242
"IPR028463","DBH-like monooxygenase protein 1",3,242
"IPR028464","DBH-like monooxygenase protein 2",3,242
"IPR000948","Ribosomal protein L7Ae, prokaryotes",1,243
"IPR022481","Ribosomal protein L7Ae, archaea",2,243
"IPR000949","ELM2 domain",1,244
"IPR031724","Extended EGL-27 and MTA1 homology domain",2,244
"IPR000953","Chromo/chromo shadow domain",1,245
"IPR008251","Chromo shadow domain",2,245
"IPR023780","Chromo domain",2,245
"IPR017984","Chromo domain subgroup",3,245
"IPR025995","RNA binding activity-knot of a chromodomain",2,245
"IPR000956","Stathmin family",1,246
"IPR026729","Stathmin-2",2,246
"IPR028834","Stathmin-4",2,246
"IPR028835","Stathmin-3",2,246
"IPR000959","POLO box domain",1,247
"IPR033695","Second polo-box domain",2,247
"IPR033696","Plk4, C-terminal polo-box domain",2,247
"IPR033701","First polo-box domain",2,247
"IPR000960","Flavin monooxygenase FMO",1,248
"IPR002253","Flavin monooxygenase (FMO) 1",2,248
"IPR002254","Flavin monooxygenase (FMO) 2",2,248
"IPR002255","Flavin monooxygenase (FMO) 3",2,248
"IPR002256","Flavin monooxygenase (FMO) 4",2,248
"IPR002257","Flavin monooxygenase (FMO) 5",2,248
"IPR000961","AGC-kinase, C-terminal",1,249
"IPR017892","Protein kinase, C-terminal",2,249
"IPR000962","Zinc finger, DksA/TraR C4-type",1,250
"IPR020460","Zinc finger, DksA/TraR C4-type, bacteria",2,250
"IPR000974","Glycoside hydrolase, family 22, lysozyme",1,251
"IPR030056","Lysozyme C",2,251
"IPR030057","Lysozyme-like protein 1/2",2,251
"IPR030058","Lysozyme-like protein 3",2,251
"IPR030062","Lysozyme-like protein 4",2,251
"IPR030064","Lysozyme-like protein 5",2,251
"IPR000975","Interleukin-1 family",1,252
"IPR003296","Interleukin-1 beta",2,252
"IPR003297","Interleukin-1 receptor antagonist/Interleukin-36",2,252
"IPR027163","Interleukin-36 alpha",3,252
"IPR027164","Interleukin-1 family member 10",3,252
"IPR027171","Interleukin-36 receptor antagonist",3,252
"IPR027172","Interleukin-36 beta",3,252
"IPR039348","Interleukin-1 receptor antagonist",3,252
"IPR015529","Interleukin-18",2,252
"IPR000977","DNA ligase, ATP-dependent",1,253
"IPR022865","DNA ligase, ATP-dependent, bacterial/archaeal",2,253
"IPR029710","DNA ligase 4",2,253
"IPR000979","Phosphodiesterase MJ0936/Vps29",1,254
"IPR028661","Vacuolar protein sorting-associated protein 29",2,254
"IPR000980","SH2 domain",1,255
"IPR035012","Tensin-like, SH2 domain",2,255
"IPR035020","PI3K p85 subunit, C-terminal SH2 domain",2,255
"IPR035022","PI3K p85 subunit, N-terminal SH2 domain",2,255
"IPR035023","PLC-gamma, C-terminal SH2 domain",2,255
"IPR035024","PLC-gamma, N-terminal SH2 domain",2,255
"IPR035027","CSK-like, SH2 domain",2,255
"IPR035031","Vav, SH2 domain, invertebrate",2,255
"IPR035034","Grb14, SH2 domain",2,255
"IPR035037","Grb10, SH2",2,255
"IPR035042","SHE, SH2 domain",2,255
"IPR035044","SHF, SH2 domain",2,255
"IPR035045","SHB, SH2 domain",2,255
"IPR035046","SHD, SH2 domain",2,255
"IPR035049","EAT-2, SH2 domain",2,255
"IPR035052","SLAP, SH2 domain",2,255
"IPR035057","SH2B1, SH2 domain",2,255
"IPR035058","SH2B2, SH2 domain",2,255
"IPR035059","SH2B3, SH2 domain",2,255
"IPR035061","Shark-like, N-terminal SH2 domain",2,255
"IPR035676","SH2 adaptor protein C, SH2 domain",2,255
"IPR035693","Tyrosine-protein kinase Fgr, SH2 domain",2,255
"IPR035805","Tyrosine-protein kinase Frk, SH2 domain",2,255
"IPR035837","Tyrosine-protein kinase ABL, SH2 domain",2,255
"IPR035838","SYK/ZAP-70, N-terminal SH2 domain",2,255
"IPR035839","SH2D4B, SH2 domain",2,255
"IPR035840","Chimaerin, SH2 domain",2,255
"IPR035841","Ras GTPase-activating protein 1, N-terminal SH2 domain",2,255
"IPR035842","Ras GTPase-activating protein 1, C-terminal SH2 domain",2,255
"IPR035843","DAPP1, SH2 domain",2,255
"IPR035844","ShkA/ShkC, SH2 domain",2,255
"IPR035845","ShkD/ShkE, SH2 domain",2,255
"IPR035846","PTK6, SH2 domain",2,255
"IPR035847","SH3BP2, SH2 domain",2,255
"IPR035849","Fes/Fps/Fer, SH2 domain",2,255
"IPR035850","Tyrosine-protein kinase Lck, SH2 domain",2,255
"IPR035851","Tyrosine-protein kinase HCK, SH2 domain",2,255
"IPR035852","Tyrosine-protein kinase Lyn, SH2 domain",2,255
"IPR035853","Tyrosine-protein kinase Blk, SH2 domain",2,255
"IPR035854","STAT2, SH2 domain",2,255
"IPR035855","STAT3, SH2 domain",2,255
"IPR035856","STAT4, SH2 domain",2,255
"IPR035857","STAT6, SH2 domain",2,255
"IPR035859","STAT1, SH2 domain",2,255
"IPR035860","Tyrosine-protein kinase JAK2, SH2 domain",2,255
"IPR035861","SOCS1, SH2 domain",2,255
"IPR035862","SOCS2, SH2 domain",2,255
"IPR035863","SOCS3, SH2 domain",2,255
"IPR035864","SOCS4, SH2 domain",2,255
"IPR035865","SOCS6, SH2 domain",2,255
"IPR035866","SOCS7, SH2 domain",2,255
"IPR035867","Ras and Rab interactor 1, SH2 domain",2,255
"IPR035868","Ras and Rab interactor 2, SH2 domain",2,255
"IPR035869","Ras and Rab interactor 3, SH2 domain",2,255
"IPR035870","Tyrosine-protein kinase TXK, SH2 domain",2,255
"IPR035875","BMX, SH2 domain",2,255
"IPR035876","SH2D1A, SH2 domain",2,255
"IPR035877","STAP1, SH2 domain",2,255
"IPR035878","STAP2, SH2 domain",2,255
"IPR035879","VAV1, SH2 domain",2,255
"IPR035880","VAV2, SH2 domain",2,255
"IPR035881","VAV3, SH2 domain",2,255
"IPR035882","Nck1, SH2 domain",2,255
"IPR035883","Nck2, SH2 domain",2,255
"IPR035884","SH2D2A, SH2 domain",2,255
"IPR035885","SH2D7, SH2 domain",2,255
"IPR035886","STAT5b, SH2 domain",2,255
"IPR035887","CIS, SH2 domain",2,255
"IPR044102","SHEP1/BCAR3/NSP1, SH2 domain",2,255
"IPR000983","Bacterial general secretion pathway protein G-type pilin",1,256
"IPR010054","Type II secretion system  protein GspG",2,256
"IPR016940","ComG operon protein C",2,256
"IPR025922","Minor type IV pilin, PilX-like",2,256
"IPR000988","Ribosomal protein L24e-related",1,257
"IPR023438","Ribosomal protein L24e",2,257
"IPR000990","Innexin",1,258
"IPR031123","Innexin-11",2,258
"IPR039099","Pannexin",2,258
"IPR000994","Peptidase M24",1,259
"IPR033740","Aminopeptidase P",2,259
"IPR033825","FACT complex subunit Spt16, peptidase M24-like domain",2,259
"IPR039394","Creatinase, C-terminal",2,259
"IPR000995","Muscarinic acetylcholine receptor family",1,260
"IPR000502","Muscarinic acetylcholine receptor M5",2,260
"IPR001065","Muscarinic acetylcholine receptor M2",2,260
"IPR001183","Muscarinic acetylcholine receptor M3",2,260
"IPR001432","Muscarinic acetylcholine receptor M4",2,260
"IPR002228","Muscarinic acetylcholine receptor M1",2,260
"IPR000997","Cholinesterase",1,261
"IPR000908","Acetylcholinesterase, fish/snake",2,261
"IPR001445","Acetylcholinesterase, insect",2,261
"IPR001005","SANT/Myb domain",1,262
"IPR017884","SANT domain",2,262
"IPR017930","Myb domain",2,262
"IPR006447","Myb domain, plants",3,262
"IPR039467","Transcription factor TFIIIB component B'', Myb domain",2,262
"IPR041343","Polycomb repressive complex 2 subunit EZH1/EZH2, tri-helical domain",2,262
"IPR001009","Influenza RNA-dependent RNA polymerase subunit PA",1,263
"IPR037534","Polymerase acidic protein",2,263
"IPR001012","UBX domain",1,264
"IPR033043","FAS-associated factor 1-like, UBX domain",2,264
"IPR001019","Guanine nucleotide binding protein (G-protein), alpha subunit",1,265
"IPR000367","G-protein alpha subunit, group S",2,265
"IPR000469","G-protein alpha subunit, group 12/13",2,265
"IPR000654","G-protein alpha subunit, group Q",2,265
"IPR001408","G-protein alpha subunit, group I",2,265
"IPR002975","Fungal G-protein, alpha subunit",2,265
"IPR002976","Plant G-protein, alpha subunit",2,265
"IPR001024","PLAT/LH2 domain",1,266
"IPR042057","Plant lipoxygenase, PLAT/LH2 domain",2,266
"IPR042060","Polycystin-1 like, PLAT/LH2 domain",2,266
"IPR042062","Lipoxygenase, vertebrates, PLAT domain",2,266
"IPR001030","Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain",1,267
"IPR033941","3-Isopropylmalate dehydratase, catalytic domain",2,267
"IPR001031","Thioesterase",1,268
"IPR020802","Polyketide synthase, thioesterase domain",2,268
"IPR001033","Alpha-catenin",1,269
"IPR030045","Alpha-catulin 1",2,269
"IPR030046","Alpha N-catenin",2,269
"IPR030047","Alpha E-catenin/Alpha T-catenin",2,269
"IPR001036","Acriflavin resistance protein",1,270
"IPR004763","Cation efflux system CzcA/CusA/SilA/NccA/HelA/CnrA",2,270
"IPR004764","Hydrophobe/amphiphile efflux-1 HAE1",2,270
"IPR022831","Multidrug resistance protein MdtB",2,270
"IPR023931","Multidrug resistance protein MdtC",2,270
"IPR001038","Glycoprotein C/ glycoprotein A",1,271
"IPR001654","Marek's disease glycoprotein A",2,271
"IPR001041","2Fe-2S ferredoxin-type iron-sulfur binding domain",1,272
"IPR025192","Succinate dehydogenase/fumarate reductase N-terminal",2,272
"IPR001045","Spermidine/spermine synthases",1,273
"IPR015576","Spermine synthase, animal",2,273
"IPR025803","Putrescine N-methyltransferase",2,273
"IPR030668","Spermidine/spermine synthase, eukaryotes",2,273
"IPR001046","NRAMP family",1,274
"IPR017187","Ethylene-insensitive protein 2",2,274
"IPR001047","Ribosomal protein S8e",1,275
"IPR020919","Ribosomal protein S8e, archaeal",2,275
"IPR001048","Aspartate/glutamate/uridylate kinase",1,276
"IPR033719","N-acetylglutamate synthase, kinase-like domain",2,276
"IPR035804","Aspartokinase 3, N-terminal",2,276
"IPR041734","N-Acetyl-L-glutamate kinase, fungal-type",2,276
"IPR041739","Glutamate-5-kinase domain",2,276
"IPR041740","Aspartokinase catalytic domain",2,276
"IPR041743","Bifunctional aspartokinase/homoserine dehydrogenase, N-terminal catalytic domain",2,276
"IPR041744","Bifunctional delta 1-pyrroline-5-carboxylate synthetase, glutamate-5-kinase domain",2,276
"IPR041745","Lysine-sensitive aspartokinase 3, N-terminal catalytic domain",2,276
"IPR041746","Lysine-sensitive aspartokinase catalytic domain",2,276
"IPR041747","Aspartokinase HOM3, catalytic domain",2,276
"IPR041748","Aspartokinase catalytic domain, ectoine pathway",2,276
"IPR001050","Syndecan",1,277
"IPR031190","Syndecan-1",2,277
"IPR031194","Syndecan-3",2,277
"IPR031198","Syndecan, invertebrate",2,277
"IPR031201","Syndecan-2",2,277
"IPR001055","Adrenodoxin",1,278
"IPR011536","Ferredoxin 2Fe-2S type, proteobacteria",2,278
"IPR001057","Glutamate/acetylglutamate kinase",1,279
"IPR005715","Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase",2,279
"IPR005766","Delta l-pyrroline-5-carboxylate synthetase",3,279
"IPR011529","Glutamate 5-kinase",3,279
"IPR001058","Synuclein",1,280
"IPR002460","Alpha-synuclein",2,280
"IPR002461","Beta-synuclein",2,280
"IPR002462","Gamma-synuclein",2,280
"IPR001062","Transcription antitermination protein, NusG",1,281
"IPR010216","Transcription antitermination protein, NusG, mycoplasmataceae",2,281
"IPR001063","Ribosomal protein L22/L17",1,282
"IPR005721","Ribosomal protein L22/L17, eukaryotic/archaeal",2,282
"IPR005727","Ribosomal protein L22, bacterial/chloroplast-type",2,282
"IPR001085","Serine hydroxymethyltransferase",1,283
"IPR030979","Fluorothreonine transaldolase",2,283
"IPR001087","GDSL lipase/esterase",1,284
"IPR035669","GDSL lipase/esterase-like, plant",2,284
"IPR044552","GDSL esterase/lipase GLIP1-5/GLL25",3,284
"IPR001089","CXC chemokine",1,285
"IPR027221","CXC chemokine 11",2,285
"IPR027222","Platelet factor 4",2,285
"IPR028469","Interleukin-8",2,285
"IPR001090","Ephrin receptor ligand binding domain",1,286
"IPR034231","Ephrin type-B receptor 1, ligand binding domain",2,286
"IPR034238","Ephrin type-B receptor 2, ligand binding domain",2,286
"IPR034245","Ephrin type-B receptor 3, ligand binding domain",2,286
"IPR034251","Ephrin type-A receptor 1, ligand binding domain",2,286
"IPR034263","Ephrin type-A receptor 2, ligand binding domain",2,286
"IPR034266","Ephrin type-A receptor 3, ligand binding domain",2,286
"IPR034270","Ephrin type-A receptor 4, ligand binding domain",2,286
"IPR034277","Ephrin type-A receptor 5, ligand binding domain",2,286
"IPR034280","Ephrin type-A receptor 6, ligand binding domain",2,286
"IPR034283","Ephrin type-A receptor 7, ligand binding domain",2,286
"IPR034287","Ephrin type-A receptor 8, ligand binding domain",2,286
"IPR034290","Ephrin type-B receptor 4, ligand binding domain",2,286
"IPR001096","Peptidase C13, legumain",1,287
"IPR028361","GPI-anchor transamidase",2,287
"IPR043577","Asparaginyl endopeptidase",2,287
"IPR033165","Legumain beta",3,287
"IPR001100","Pyridine nucleotide-disulphide oxidoreductase, class I",1,288
"IPR001864","Trypanothione reductase",2,288
"IPR006258","Dihydrolipoamide dehydrogenase",2,288
"IPR006322","Glutathione reductase, eukaryote/bacterial",2,288
"IPR006324","Glutathione reductase",2,288
"IPR017817","Mycothione reductase",2,288
"IPR021179","Mercury(II) reductase",2,288
"IPR022962","Soluble pyridine nucleotide transhydrogenase",2,288
"IPR001106","Aromatic amino acid lyase",1,289
"IPR005921","Histidine ammonia-lyase",2,289
"IPR005922","Phenylalanine ammonia-lyase",2,289
"IPR031008","Phenylalanine aminomutase (L-beta-phenylalanine forming)",3,289
"IPR022314","Tyrosine 2,3-aminomutase, putative",2,289
"IPR031007","Phenylalanine aminomutase (D-beta-phenylalanine forming)",2,289
"IPR001108","Peptidase A22A, presenilin",1,290
"IPR001493","Peptidase A22A, presenilin 2",2,290
"IPR001686","Peptidase A22A, presenilin, nematode type",2,290
"IPR002031","Peptidase A22A, presenilin 1",2,290
"IPR033152","Hop-1 peptidase",2,290
"IPR033153","SPE-4 peptidase",2,290
"IPR001114","Adenylosuccinate synthetase",1,291
"IPR027509","Adenylosuccinate synthetase isozyme 1, chordates",2,291
"IPR027529","Adenylosuccinate synthetase isozyme 2, chordates",2,291
"IPR046383","N6-succino-2-amino-2'-deoxyadenylate synthase",2,291
"IPR001117","Multicopper oxidase, type 1",1,292
"IPR034258","Ascorbate oxidase, second cupredoxin domain",2,292
"IPR034271","Ascorbate oxidase homologue, second cupredoxin domain",2,292
"IPR034282","Copper resistance protein CopA, second cupredoxin domain",2,292
"IPR034285","Laccase, second cupredoxin domain",2,292
"IPR044130","Iron transport multicopper oxidase Fet3-like, the second Cupredoxin domain",2,292
"IPR001123","Amino acid exporter protein, LeuE-type",1,293
"IPR004777","L-lysine exporter/arginine exporter",2,293
"IPR023445","Arginine exporter protein ArgO, enterobacteria",3,293
"IPR004778","Homoserine/Threonine efflux protein",2,293
"IPR001128","Cytochrome P450",1,294
"IPR002397","Cytochrome P450, B-class",2,294
