"interpro_id","family_names","hierarchy_level","family_branch"
"IPR002067","Mitochondrial carrier protein",1,516
"IPR002113","ADP/ATP carrier protein, eukaryotic type",2,516
"IPR002167","Solute carrier family 25 member 16-like",2,516
"IPR045315","Mitochondrial carrier protein Mtm1-like",2,516
"IPR002068","Alpha crystallin/Hsp20 domain",1,517
"IPR033894","Heat shock protein beta-3",2,517
"IPR037552","Outer dense fibre protein 1, alpha crystallin domain",2,517
"IPR037876","Heat shock protein beta-1, ACD domain",2,517
"IPR037882","Alpha-crystallin B chain, ACD domain",2,517
"IPR037885","Heat shock protein beta-7, ACD domain",2,517
"IPR037913","Small heat shock protein IbpA/IbpB, ACD domain",2,517
"IPR042790","Heat shock protein beta-8, alpha-crystallin domain (ACD)",2,517
"IPR002075","Nuclear transport factor 2 domain",1,518
"IPR018222","Nuclear transport factor 2, eukaryote",2,518
"IPR002076","ELO family",1,519
"IPR033670","Elongation of very long chain fatty acids protein 7",2,519
"IPR033675","Elongation of very long chain fatty acids protein 6",2,519
"IPR033677","Elongation of very long chain fatty acids protein 5",2,519
"IPR033678","Elongation of very long chain fatty acids protein 4",2,519
"IPR033679","Elongation of very long chain fatty acids protein 3",2,519
"IPR033680","Elongation of very long chain fatty acids protein 2",2,519
"IPR033681","Elongation of very long chain fatty acids protein 1",2,519
"IPR002077","Voltage-dependent calcium channel, alpha-1 subunit",1,520
"IPR005446","Voltage-dependent calcium channel, L-type, alpha-1 subunit",2,520
"IPR005450","Voltage-dependent calcium channel, L-type, alpha-1S subunit",3,520
"IPR005451","Voltage-dependent calcium channel, L-type, alpha-1C subunit",3,520
"IPR005452","Voltage-dependent calcium channel, L-type, alpha-1D subunit",3,520
"IPR005447","Voltage-dependent calcium channel, N-type, alpha-1 subunit",2,520
"IPR005448","Voltage-dependent calcium channel, P/Q-type, alpha-1 A",2,520
"IPR005449","Voltage-dependent calcium channel, R-type, alpha-1 subunit",2,520
"IPR002081","Cryptochrome/DNA photolyase class 1",1,521
"IPR014133","Cryptochrome DASH",2,521
"IPR014134","Cryptochrome, plant",2,521
"IPR019947","DNA photolyase class 1, 8-HDF type",2,521
"IPR002083","MATH/TRAF domain",1,522
"IPR037299","TRIM37, MATH domain",2,522
"IPR049342","TRAF1-6/MEP1A/B-like, MATH domain",2,522
"IPR037304","TNF receptor-associated factor 3, MATH domain",3,522
"IPR037305","TNF receptor-associated factor 2, MATH domain",3,522
"IPR037306","TNF receptor-associated factor 1, MATH domain",3,522
"IPR037307","TNF receptor-associated factor 4, MATH domain",3,522
"IPR037309","TNF receptor-associated factor 6, MATH domain",3,522
"IPR002099","DNA mismatch repair protein MutL/Mlh/PMS",1,523
"IPR020667","DNA mismatch repair protein, MutL",2,523
"IPR002100","Transcription factor, MADS-box",1,524
"IPR033896","MADS MEF2-like",2,524
"IPR033897","MADS SRF-like",2,524
"IPR002103","Bacterial luciferase/NFP",1,525
"IPR033924","Alkanal monooxygenase",2,525
"IPR002104","Integrase, catalytic domain",1,526
"IPR042721","Transposase A from transposon Tn554, C-terminal catalytic domain",2,526
"IPR002109","Glutaredoxin",1,527
"IPR014025","Glutaredoxin subgroup",2,527
"IPR011899","Glutaredoxin, eukaryotic/virial",3,527
"IPR011906","Glutaredoxin domain",3,527
"IPR033658","Glutaredoxin, PICOT-like",2,527
"IPR002119","Histone H2A",1,528
"IPR021171","Core histone macro-H2A",2,528
"IPR002121","HRDC domain",1,529
"IPR022758","ATP-dependent helicase Sgs1",2,529
"IPR002123","Phospholipid/glycerol acyltransferase",1,530
"IPR004552","1-acyl-sn-glycerol-3-phosphate acyltransferase",2,530
"IPR041728","GPAT/DHAPAT, acyltransferase domain",2,530
"IPR045252","Lysophosphatidylcholine acyltransferase LPCAT1-like",2,530
"IPR045746","Putative acyltransferase ACT14924-like, acyltransferase domain",2,530
"IPR002125","Cytidine and deoxycytidylate deaminase domain",1,531
"IPR035105","Deoxycytidylate deaminase domain",2,531
"IPR002129","Pyridoxal phosphate-dependent decarboxylase",1,532
"IPR010107","Glutamate decarboxylase",2,532
"IPR010977","Aromatic-L-amino-acid decarboxylase",2,532
"IPR020931","Decarboxylase MfnA, archaea",2,532
"IPR022397","Tyrosine decarboxylase, bacteria",2,532
"IPR023523","Histidine decarboxylase, bacteria",2,532
"IPR002130","Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain",1,533
"IPR035538","PPIL4-like, cyclophilin domain",2,533
"IPR002131","Glycoprotein hormone receptor family",1,534
"IPR002272","Follicle stimulating hormone receptor",2,534
"IPR002273","Lutropin-choriogonadotropic hormone receptor",2,534
"IPR002274","Thyrotropin receptor",2,534
"IPR002132","Large ribosomal subunit protein uL5",1,535
"IPR020930","Large ribosomal subunit protein uL5, bacterial-type",2,535
"IPR022804","Large ribosomal subunit protein uL5, archaeal",2,535
"IPR002136","Large ribosomal subunit protein uL4",1,536
"IPR013005","Large ribosomal subunit protein uL4-like",2,536
"IPR045240","Large ribosomal subunit protein uL4, eukaryotic and archaeal type",2,536
"IPR019970","Large ribosomal subunit protein uL4, archaea",3,536
"IPR002139","Ribokinase/fructokinase",1,537
"IPR011877","Ribokinase",2,537
"IPR030877","Sulfofructose kinase",2,537
"IPR002142","Peptidase S49",1,538
"IPR004635","Peptidase S49, SppA",2,538
"IPR033854","Signal peptide peptidase A",3,538
"IPR033855","Bacteriophage protein C",2,538
"IPR047217","Signal peptide peptidase A, N-terminal",2,538
"IPR047272","Signal peptide peptidase A-like, C-terminal",2,538
"IPR002143","Large ribosomal subunit protein uL1",1,539
"IPR005878","Large ribosomal subunit protein uL1, bacterial-type",2,539
"IPR005879","Large ribosomal subunit protein uL1, mitochondrial",2,539
"IPR023669","Large ribosomal subunit protein uL1, archaea",2,539
"IPR002146","ATP synthase, F0 complex, subunit b/b', bacterial/chloroplast",1,540
"IPR005864","ATP synthase, F0 complex, subunit b, bacterial",2,540
"IPR017707","Alternate ATP synthase, F0 complex, subunit b",2,540
"IPR034679","ATP synthase, F0 complex, subunit b'",2,540
"IPR002150","Large ribosomal subunit protein bL31 type A/B",1,541
"IPR027491","Large ribosomal subunit protein bL31 type A",2,541
"IPR027493","Large ribosomal subunit protein bL31 type B",2,541
"IPR002153","Transient receptor potential channel, canonical",1,542
"IPR005457","Transient receptor potential channel, canonical 1",2,542
"IPR005458","Transient receptor potential channel, canonical 2",2,542
"IPR005459","Transient receptor potential channel, canonical 3",2,542
"IPR005460","Transient receptor potential channel, canonical 4",2,542
"IPR005461","Transient receptor potential channel, canonical 5",2,542
"IPR005462","Transient receptor potential channel, canonical 6",2,542
"IPR005463","Transient receptor potential channel, canonical 7",2,542
"IPR002155","Thiolase",1,543
"IPR012793","Beta-ketoadipyl CoA thiolase",2,543
"IPR012805","Acetyl-CoA C-acyltransferase FadA",2,543
"IPR012806","Acetyl-CoA C-acyltransferase FadI",2,543
"IPR002156","Ribonuclease H domain",1,544
"IPR044730","Ribonuclease H-like domain, plant type",2,544
"IPR002159","CD36 family",1,545
"IPR005428","CD36/scavenger receptor class B member 1",2,545
"IPR005429","Lysosome membrane protein II",2,545
"IPR002160","Proteinase inhibitor I3, Kunitz legume",1,546
"IPR016308","Proteinase inhibitor A/B",2,546
"IPR002171","Large ribosomal subunit protein uL2",1,547
"IPR005880","Large ribosomal subunit protein uL2, bacterial/organellar-type",2,547
"IPR023672","Large ribosomal subunit protein uL2, archaeal-type",2,547
"IPR002177","DNA-binding protein Dps",1,548
"IPR023067","DNA protection during starvation protein, gammaproteobacteria",2,548
"IPR002178","PTS EIIA type-2 domain",1,549
"IPR004715","Phosphotransferase system, IIA component fructose subfamily",2,549
"IPR002180","Lumazine/riboflavin synthase",1,550
"IPR006399","Riboflavin synthase, archaeal",2,550
"IPR034964","Lumazine synthase",2,550
"IPR017420","6,7-dimethyl-8-ribityllumazine synthase, chloroplast",3,550
"IPR002191","Bacterial export protein family 3",1,551
"IPR006305","Flagellar biosynthesis protein FliQ",2,551
"IPR006306","Type III secretion protein HrpO",2,551
"IPR002196","Glycoside hydrolase, family 24",1,552
"IPR001165","T4-type lysozyme",2,552
"IPR046397","Pre-baseplate central spike protein Gp5",3,552
"IPR034690","Endolysin T4 type",2,552
"IPR043688","SAR-endolysin-like",3,552
"IPR034691","Endolysin lambda type",2,552
"IPR002201","Glycosyl transferase, family 9",1,553
"IPR011908","Lipopolysaccharide heptosyltransferase I",2,553
"IPR011910","ADP-heptose--LPS heptosyltransferase 2",2,553
"IPR011916","Lipopolysaccharide heptosyltransferase III, putative",2,553
"IPR030929","Glycosyltransferase Aah/TibC-like",2,553
"IPR002202","Hydroxymethylglutaryl-CoA reductase, class I/II",1,554
"IPR004553","Hydroxymethylglutaryl-CoA reductase, bacterial-type",2,554
"IPR004554","Hydroxymethylglutaryl-CoA reductase, eukaryotic/archaeal type",2,554
"IPR004816","Hydroxymethylglutaryl-CoA reductase, metazoan",3,554
"IPR002208","SecY/SEC61-alpha family",1,555
"IPR014269","Accessory Sec system protein translocase subunit SecY2",2,555
"IPR026593","Protein translocase subunit SecY",2,555
"IPR002209","Fibroblast growth factor family",1,556
"IPR035444","Fibroblast growth factor 15/19/21",2,556
"IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase",1,557
"IPR006326","UDP-glycosyltransferase, MGT-like",2,557
"IPR016224","Ecdysteroid UDP-glucosyltransferase",2,557
"IPR002218","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG-related",1,558
"IPR004416","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG",2,558
"IPR004417","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO",2,558
"IPR002219","Protein kinase C-like, phorbol ester/diacylglycerol-binding domain",1,559
"IPR047314","Protein kinase C zeta type, conserved region 1",2,559
"IPR047469","Diacylglycerol kinase alpha, second protein kinase C conserved region 1",2,559
"IPR047470","Diacylglycerol kinase beta, second protein kinase C conserved region 1",2,559
"IPR047471","Diacylglycerol kinase beta-like, first protein kinase C conserved region 1",2,559
"IPR047475","Diacylglycerol kinase gamma, second protein kinase C conserved region 1",2,559
"IPR047477","Diacylglycerol kinase delta, second protein kinase C conserved region 1",2,559
"IPR047478","Diacylglycerol kinase delta, first protein kinase C conserved region 1",2,559
"IPR047480","Diacylglycerol kinase eta, second protein kinase C conserved region 1",2,559
"IPR047484","Diacylglycerol kinase zeta, second protein kinase C conserved region 1",2,559
"IPR047485","Diacylglycerol kinase zeta, first protein kinase C conserved region 1",2,559
"IPR047486","Diacylglycerol kinase iota, first protein kinase C conserved region 1",2,559
"IPR047487","Diacylglycerol kinase iota, second protein kinase C conserved region 1",2,559
"IPR047983","Differentially expressed in FDCP 8, C conserved region 1",2,559
"IPR002220","DapA-like",1,560
"IPR005263","4-hydroxy-tetrahydrodipicolinate synthase, DapA",2,560
"IPR012691","2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase variant",3,560
"IPR005264","N-acetylneuraminate lyase",2,560
"IPR017655","5-dehydro-4-deoxyglucarate dehydratase",2,560
"IPR048038","HBPHA/CBPHA",2,560
"IPR002222","Small ribosomal subunit protein uS19",1,561
"IPR005713","Small ribosomal subunit protein uS19, eukaryotic/archaeal",2,561
"IPR005732","Small ribosomal subunit protein uS19, bacterial-type",2,561
"IPR002230","Cannabinoid receptor family",1,562
"IPR000810","Cannabinoid receptor type 1",2,562
"IPR001551","Cannabinoid receptor type 2",2,562
"IPR002231","5-hydroxytryptamine receptor family",1,563
"IPR000377","5-Hydroxytryptamine 2C receptor",2,563
"IPR000431","5-Hydroxytryptamine 5B receptor",2,563
"IPR000455","5-Hydroxytryptamine 2A receptor",2,563
"IPR000482","5-Hydroxytryptamine 2B receptor",2,563
"IPR000505","5-Hydroxytryptamine 1D receptor",2,563
"IPR000610","5-Hydroxytryptamine 1A receptor",2,563
"IPR001397","5-Hydroxytryptamine 5A receptor",2,563
"IPR002147","5-Hydroxytryptamine 1B receptor",2,563
"IPR002233","Adrenoceptor family",1,564
"IPR000207","Alpha 2B adrenoceptor",2,564
"IPR000332","Beta 2 adrenoceptor",2,564
"IPR000363","Alpha 1D adrenoceptor",2,564
"IPR000507","Beta 1 adrenoceptor",2,564
"IPR000681","Beta 3 adrenoceptor",2,564
"IPR000735","Alpha 2C adrenoceptor",2,564
"IPR001004","Alpha 1A adrenoceptor",2,564
"IPR001115","Alpha 1B adrenoceptor",2,564
"IPR001946","Alpha 2A adrenoceptor",2,564
"IPR002234","Anaphylatoxin chemotactic receptor, C3a/C5a1/C5a2",1,565
"IPR001644","C3a anaphylatoxin chemotactic receptor",2,565
"IPR002241","Glycoside hydrolase, family 27",1,566
"IPR006215","Glycoside hydrolase, melibiase",2,566
"IPR002259","Equilibrative nucleoside transporter",1,567
"IPR034764","Nucleoside transporter ENT1/ENT2",2,567
"IPR002292","Ornithine/putrescine carbamoyltransferase",1,568
"IPR024903","Putrescine carbamoyltransferase PtcA",2,568
"IPR024904","Ornithine carbamoyltransferase",2,568
"IPR002293","Amino acid/polyamine transporter I",1,569
"IPR004754","Amino acid antiporter",2,569
"IPR022461","Arginine/ornithine antiporter",3,569
"IPR004755","Cationic amino acid transport permease",2,569
"IPR004756","Amino acid permease subfamily",2,569
"IPR004757","Ethanolamine permease",2,569
"IPR004758","Amino acid transporter",2,569
"IPR004759","Glutamate:g-aminobutyrate antiporter",2,569
"IPR004760","L-type amino acid transporter",2,569
"IPR017794","Urea carboxylase-associated, permease",2,569
"IPR022520","Putative glutamate/gamma-aminobutyrate antiporter",2,569
"IPR027562","Histidine-histamine antiporter",2,569
"IPR027566","Putrescine transporter PotE",2,569
"IPR044566","Polyamine transporter RMV1-like",2,569
"IPR002298","DNA polymerase A",1,570
"IPR018320","DNA polymerase 1",2,570
"IPR034699","DNA-directed DNA polymerase T7",2,570
"IPR002301","Isoleucine-tRNA ligase",1,571
"IPR023585","Isoleucine-tRNA ligase, type 1",2,571
"IPR023586","Isoleucine-tRNA ligase, type 2",2,571
"IPR002303","Valine-tRNA ligase",1,572
"IPR022874","Valine-tRNA ligase, type 2",2,572
"IPR048044","Valine-tRNA ligase, actinomycetes",3,572
"IPR002305","Aminoacyl-tRNA synthetase, class Ic",1,573
"IPR002306","Tryptophan-tRNA ligase",2,573
"IPR020653","Tryptophan-tRNA ligase, archaea",3,573
"IPR024109","Tryptophan-tRNA ligase, bacterial-type",3,573
"IPR002307","Tyrosine-tRNA ligase",2,573
"IPR023617","Tyrosine-tRNA ligase, archaeal/eukaryotic-type",3,573
"IPR023678","Tyrosine-tRNA ligase, type 4",4,573
"IPR023684","Tyrosine-tRNA ligase, type 3",4,573
"IPR024088","Tyrosine-tRNA ligase, bacterial-type",3,573
"IPR024107","Tyrosine-tRNA ligase, bacterial-type, type 1",4,573
"IPR024108","Tyrosine-tRNA ligase, bacterial-type, type 2",4,573
"IPR002306","Tryptophan-tRNA ligase",1,574
"IPR020653","Tryptophan-tRNA ligase, archaea",2,574
"IPR024109","Tryptophan-tRNA ligase, bacterial-type",2,574
"IPR002307","Tyrosine-tRNA ligase",1,575
"IPR023617","Tyrosine-tRNA ligase, archaeal/eukaryotic-type",2,575
"IPR023678","Tyrosine-tRNA ligase, type 4",3,575
"IPR023684","Tyrosine-tRNA ligase, type 3",3,575
"IPR024088","Tyrosine-tRNA ligase, bacterial-type",2,575
"IPR024107","Tyrosine-tRNA ligase, bacterial-type, type 1",3,575
"IPR024108","Tyrosine-tRNA ligase, bacterial-type, type 2",3,575
"IPR002312","Aspartyl/Asparaginyl-tRNA synthetase, class IIb",1,576
"IPR004522","Asparagine-tRNA ligase",2,576
"IPR004523","Aspartate-tRNA synthetase, type 2",2,576
"IPR004524","Aspartate-tRNA ligase, type 1",2,576
"IPR002313","Lysine-tRNA ligase, class II",1,577
"IPR034762","Bacterial/eukaryotic lysine-tRNA ligase, class II",2,577
"IPR002314","Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)",1,578
"IPR033721","Prolyl-tRNA synthetase, catalytic domain",2,578
"IPR033728","Threonine-tRNA ligase catalytic core domain",2,578
"IPR033729","Serine-tRNA ligase catalytic core domain",2,578
"IPR033730","Prokaryote proline-tRNA ligase core domain",2,578
"IPR033731","Glycyl-tRNA synthetase-like core domain",2,578
"IPR002315","Glycyl-tRNA synthetase",1,579
"IPR022960","Glycine-tRNA ligase, archaeal",2,579
"IPR022961","Glycine-tRNA ligase, bacterial",2,579
"IPR002316","Proline-tRNA ligase, class IIa",1,580
"IPR004499","Proline-tRNA ligase, class IIa, archaeal-type",2,580
"IPR004500","Prolyl-tRNA synthetase, class IIa, bacterial-type",2,580
"IPR023716","Proline-tRNA ligase, class IIa, type 2",3,580
"IPR023717","Prolyl-tRNA synthetase, class IIa, type 1",3,580
"IPR002318","Alanine-tRNA ligase, class IIc",1,581
"IPR022429","Alanine-tRNA ligase, archaea",2,581
"IPR023033","Alanine-tRNA ligase, eukaryota/bacteria",2,581
"IPR027522","Probable alanine--tRNA ligase, plants",3,581
"IPR002321","Cytochrome c, class II",1,582
"IPR012127","Cytochrome c prime",2,582
"IPR015984","Cytochrome c prime, subgroup",3,582
"IPR002322","Cytochrome c, class III",1,583
"IPR011346","High-molecular-weight cytochrome c",2,583
"IPR002326","Cytochrome c1",1,584
"IPR021195","Ubiquinol cytochrome c reductase, cytochrome c1 subunit, predicted",2,584
"IPR002336","Erythrocruorin",1,585
"IPR011367","Haemoglobin, polymeric",2,585
"IPR002338","Hemoglobin, alpha-type",1,586
"IPR002339","Hemoglobin, pi",2,586
"IPR002340","Hemoglobin, zeta",2,586
"IPR002343","Paraneoplastic encephalomyelitis antigen",1,587
"IPR006546","Sex-lethal splicing factor",2,587
"IPR006548","Splicing factor ELAV/Hu",2,587
"IPR002345","Lipocalin",1,588
"IPR002447","Beta-lactoglobulin",2,588
"IPR002448","Lipocalin, OBP-like",2,588
"IPR002450","von Ebner's gland protein/ Bos/Can allergen",2,588
"IPR002971","Major urinary protein",2,588
"IPR003087","Neutrophil gelatinase-associated lipocalin/epididymal-specific lipocalin-12",2,588
"IPR002347","Short-chain dehydrogenase/reductase SDR",1,589
"IPR002425","Alcohol dehydrogenase, Drosophila-type",2,589
"IPR002426","Alcohol dehydrogenase, Ceratitis-type",2,589
"IPR002427","Alcohol dehydrogenase-related",2,589
"IPR003560","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",2,589
"IPR005979","Protochlorophyllide reductase",2,589
"IPR006393","Sepiapterin reductase",2,589
"IPR011283","Acetoacetyl-CoA reductase",2,589
"IPR011284","3-oxoacyl-(acyl-carrier-protein) reductase",2,589
"IPR011285","3-oxoacyl-(acyl-carrier-protein) reductase, putative",2,589
"IPR011286","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase",2,589
"IPR011294","3-hydroxybutyrate dehydrogenase",2,589
"IPR011348","17beta-dehydrogenase",2,589
"IPR014007","Acetoin reductase",2,589
"IPR014058","Pteridine reductase",2,589
"IPR014358","Enoyl-[acyl-carrier-protein] reductase (NADH)",2,589
"IPR017619","2-hydroxycyclohexanecarboxyl-CoA dehydrogenase",2,589
"IPR023985","Mycofactocin-dependent oxidoreductase",2,589
"IPR027533","Very-long-chain 3-oxoacyl-CoA reductase, fungal",2,589
"IPR030981","SDR family mycofactocin-dependent oxidoreductase",2,589
"IPR042829","3-keto-steroid reductase",2,589
"IPR045000","Tropinone reductase",2,589
"IPR045017","Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",2,589
"IPR045022","3-ketodihydrosphingosine reductase KDSR-like",2,589
"IPR045309","Xanthoxin dehydrogenase ABA2-like",2,589
"IPR045313","Carbonyl reductase [NADPH] 1-like",2,589
"IPR047686","Benzoate diol dehydrogenase BenD",2,589
"IPR047950","Cis-biphenyl-2,3-dihydrodiol-2,3-dehydrogenase-like",2,589
"IPR017711","Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase",3,589
"IPR023643","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase HcaB",3,589
"IPR002350","Kazal domain",1,590
"IPR048719","Complement factor I, KAZAL domain",2,590
"IPR002376","Formyl transferase, N-terminal",1,591
"IPR041711","Methionyl-tRNA formyltransferase, N-terminal domain",2,591
"IPR041729","Formyltetrahydrofolate deformylase, C-terminal hydrolase domain",2,591
"IPR002384","Osteocalcin/matrix Gla protein",1,592
"IPR027118","Matrix Gla protein",2,592
"IPR039176","Osteocalcin",2,592
"IPR002386","Amicyanin/Pseudoazurin",1,593
"IPR012745","Pseudoazurin",2,593
"IPR035668","Amicyanin",2,593
"IPR013475","Amicyanin, Paracoccus/Methylobacterium",3,593
"IPR002387","Plastocyanin",1,594
"IPR023511","Plastocyanin, cyanobacteria",2,594
"IPR002396","Selectin superfamily",1,595
"IPR016348","L-selectin",2,595
"IPR002397","Cytochrome P450, B-class",1,596
"IPR030904","Cytochrome P450, CypX",2,596
"IPR031023","4-nitrotryptophan synthase",2,596
"IPR002401","Cytochrome P450, E-class, group I",1,597
"IPR008066","Cytochrome P450, E-class, group I, CYP1",2,597
"IPR008067","Cytochrome P450, E-class, group I, CYP2A-like",2,597
"IPR008068","Cytochrome P450, E-class, group I, CYP2B-like",2,597
"IPR008069","Cytochrome P450, E-class, group I, CYP2D-like",2,597
"IPR008070","Cytochrome P450, E-class, group I, CYP2E-like",2,597
"IPR008071","Cytochrome P450, E-class, group I, CYP2J-like",2,597
"IPR020469","Cytochrome P450, CYP2 family",2,597
"IPR039983","Cholesterol 24-hydroxylase",2,597
"IPR044225","Ent-kaurene oxidase, chloroplastic",2,597
"IPR002402","Cytochrome P450, E-class, group II",1,598
"IPR008072","Cytochrome P450, E-class, CYP3A",2,598
"IPR002403","Cytochrome P450, E-class, group IV",1,599
"IPR024204","Cytochrome P450, cholesterol 7-alpha-monooxygenase-type",2,599
"IPR027286","Prostacyclin synthase",3,599
"IPR030681","Cholesterol 7-alpha-monooxygenase",3,599
"IPR030686","Cytochrome P450 8B1",3,599
"IPR002404","IRS-type PTB domain",1,600
"IPR037748","Dok-7, PTB domain",2,600
"IPR037751","Dok1/2/3, PTB domain",2,600
"IPR038742","FRS2, PTB domain",2,600
"IPR002410","Peptidase S33",1,601
"IPR005944","Proline iminopeptidase",2,601
"IPR005945","Proline-specific peptidase",2,601
"IPR002416","Type II secretion system protein GspH-like",1,602
"IPR049875","Type II secretion system minor pseudopilin GspH",2,602
"IPR002423","Chaperonin Cpn60/GroEL/TCP-1 family",1,603
"IPR001844","Chaperonin Cpn60/GroEL",2,603
"IPR017998","Chaperone tailless complex polypeptide 1 (TCP-1)",2,603
"IPR012714","Thermosome, archaeal",3,603
"IPR012715","T-complex protein 1, alpha subunit",3,603
"IPR012716","T-complex protein 1, beta subunit",3,603
"IPR012717","T-complex protein 1, delta subunit",3,603
"IPR012718","T-complex protein 1, epsilon subunit",3,603
"IPR012719","T-complex protein 1, gamma subunit",3,603
"IPR012720","T-complex protein 1, eta subunit",3,603
"IPR012721","T-complex protein 1, theta subunit",3,603
"IPR012722","T-complex protein 1, zeta subunit",3,603
"IPR028790","Molecular chaperone MKKS",2,603
"IPR042984","Bardet-Biedl syndrome 12 protein",2,603
"IPR002429","Cytochrome c oxidase subunit II-like C-terminal",1,604
"IPR034205","Nitrous-oxide reductase, C-terminal",2,604
"IPR034210","Cytochrome c oxidase subunit 2, C-terminal",2,604
"IPR034214","Ba3-like heme-copper oxidase subunit II, C-terminal",2,604
"IPR034227","Ubiquinol oxidase subunit 2, cupredoxin domain",2,604
"IPR034236","Caa3-type Cytochrome c oxidase subunit II, cupredoxin domain",2,604
"IPR002443","Solute carrier family 12 member 1/2",1,605
"IPR002444","Solute carrier family 12 member 2",2,605
"IPR002445","Solute carrier family 12 member 1",2,605
"IPR002455","GPCR family 3, GABA-B receptor",1,606
"IPR002456","GPCR family 3, gamma-aminobutyric acid receptor, type B1",2,606
"IPR002457","GPCR family 3, gamma-aminobutyric acid receptor, type B2",2,606
"IPR002468","Peptidase M24A, methionine aminopeptidase, subfamily 2",1,607
"IPR028595","Methionine aminopeptidase, archaeal",2,607
"IPR002475","Bcl2-like",1,608
"IPR026298","Bcl-2 family",2,608
"IPR004725","Apoptosis regulator, Bcl-2/ BclX",3,608
"IPR013278","Apoptosis regulator, Bcl-2",4,608
"IPR013279","Apoptosis regulator, Bcl-X",4,608
"IPR013280","Apoptosis regulator, Bcl-W",3,608
"IPR013281","Apoptosis regulator, Mcl-1",3,608
"IPR013282","Bcl-2-related protein A1",3,608
"IPR042398","Bcl-2-like protein 13",2,608
"IPR002478","PUA domain",1,609
"IPR004521","Uncharacterised domain CHP00451",2,609
"IPR005155","UPF0113, PUA domain",2,609
"IPR002489","Glutamate synthase, alpha subunit, C-terminal",1,610
"IPR017550","Formylmethanofuran dehydrogenase subunit C",2,610
"IPR002490","V-type ATPase, V0 complex, 116kDa subunit family",1,611
"IPR026028","ATPase, V0 complex, subunit 116kDa, eukaryotic",2,611
"IPR002491","ABC transporter periplasmic binding domain",1,612
"IPR033870","FatB domain",2,612
"IPR002495","Glycosyl transferase, family 8",1,613
"IPR029993","Plant galacturonosyltransferase GAUT",2,613
"IPR002498","Phosphatidylinositol-4-phosphate 4/5-kinase, core",1,614
"IPR044769","1-phosphatidylinositol-3-phosphate 5-kinase, PIPK catalytic domain",2,614
"IPR002502","N-acetylmuramoyl-L-alanine amidase domain",1,615
"IPR006619","Peptidoglycan recognition protein family domain, metazoa/bacteria",2,615
"IPR002504","NAD kinase",1,616
"IPR012355","NAD kinase 2, mitochondrial",2,616
"IPR021175","Bifunctional inorganic polyphosphate/ATP-NAD kinase, predicted",2,616
"IPR039065","AcoX-like",2,616
"IPR011386","Putative ATP-NAD kinase",3,616
"IPR011391","Acetoin catabolism kinase AcoX",3,616
"IPR002505","Phosphate acetyl/butaryl transferase",1,617
"IPR004614","Phosphate acetyltransferase",2,617
"IPR002509","NodB homology domain",1,618
"IPR017625","Allantoinase PuuE",2,618
"IPR002523","Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB",1,619
"IPR004488","Magnesium/cobalt transport protein CorA",2,619
"IPR023714","Zinc transport protein ZntB",2,619
"IPR044089","Magnesium transporter Alr1-like",2,619
"IPR047199","Magnesium transporter CorA-like",2,619
"IPR002524","Cation efflux protein",1,620
"IPR023500","Zinc transporter ZitB",2,620
"IPR023783","Cation efflux pump FieF",2,620
"IPR040177","Proton-coupled zinc antiporter SLC30A9",2,620
"IPR045316","Zinc transporter Msc2-like",2,620
"IPR002528","Multi antimicrobial extrusion protein",1,621
"IPR044644","Multi antimicrobial extrusion protein DinF-like",2,621
"IPR045069","Multidrug and toxic compound extrusion family, eukaryotic",2,621
"IPR048279","Multidrug resistance protein MdtK-like",2,621
"IPR022913","Multidrug resistance protein MdtK",3,621
"IPR045070","Multidrug and toxic compound extrusion MepA-like",3,621
"IPR047135","Uncharacterized transporter YisQ",3,621
"IPR002547","tRNA-binding domain",1,622
"IPR004495","Methionyl-tRNA synthetase, beta subunit, C-terminal",2,622
"IPR033714","Phenylalanly tRNA synthetase, tRNA-binding-domain",2,622
"IPR002549","Transmembrane protein TqsA-like",1,623
"IPR014227","Putative transport protein YtvI-like",2,623
"IPR002552","Spike glycoprotein S2, coronavirus",1,624
"IPR044873","Spike glycoprotein S2, coronavirus, heptad repeat 1",2,624
"IPR044874","Spike glycoprotein S2, coronavirus, heptad repeat 2",2,624
"IPR002562","3'-5' exonuclease domain",1,625
"IPR037432","Exonuclease Mut-7, DEDDy 3'-5' exonuclease domain",2,625
"IPR049559","Rrp6-like, 3'-5' exonuclease domain",2,625
"IPR002574","M matrix/glycoprotein, coronavirus",1,626
"IPR042550","M matrix/glycoprotein, gammacoronavirus",2,626
